id,category,cats,n_parcels,lat,lon,units,address,on_arterial,d_commercial,corridor_200,corridor_300,corridor_400
558,apartment,apartment,1,41.88564609,-87.79311889,,131 S EUCLID AVE,0,316.4,0,0,1
559,apartment,apartment,1,41.88668016,-87.79183808,,647 SOUTH BLVD,1,160.2,1,1,1
560,apartment,apartment,1,41.88673598,-87.79148935,,101 WESLEY AVE,1,256.5,1,1,1
561,apartment,apartment,1,41.88662467,-87.79148429,,103 WESLEY AVE,1,255.2,1,1,1
562,apartment,apartment,1,41.88652234,-87.79148516,,105 WESLEY AVE,1,258.1,1,1,1
563,apartment,apartment,1,41.88641106,-87.7914861,,107 WESLEY AVE,1,267.3,1,1,1
564,apartment,apartment,1,41.88674184,-87.7908336,,102 WESLEY AVE,1,379.3,1,1,1
565,apartment,apartment,1,41.88641681,-87.79080667,,110 WESLEY AVE,1,445.8,1,1,1
566,apartment,apartment,1,41.88601797,-87.78828887,,127 S SCOVILLE AVE,0,568.5,0,0,0
567,apartment,apartment,1,41.88670442,-87.78880263,,515 SOUTH BLVD,1,632.6,1,1,1
568,apartment,apartment,1,41.88672466,-87.78741625,,459 SOUTH BLVD,1,257.4,1,1,1
569,apartment,apartment,1,41.88671426,-87.78727321,,453 SOUTH BLVD,1,219.3,1,1,1
570,apartment,apartment,1,41.8868185,-87.78571031,,419 SOUTH BLVD,1,206.5,1,1,1
571,apartment,apartment,1,41.88661847,-87.78534137,,411 SOUTH BLVD,1,313.3,1,1,1
572,apartment,apartment,1,41.88671796,-87.78487169,,401 SOUTH BLVD,1,434.6,1,1,1
573,apartment,apartment,1,41.88447464,-87.79389981,,212 S OAK PARK AVE,1,577.8,1,1,1
574,apartment,apartment,1,41.88380116,-87.79405175,,232 S OAK PARK AVE,1,819.3,1,1,1
575,apartment,apartment,1,41.88368447,-87.79407353,,236 S OAK PARK AVE,1,861.6,1,1,1
576,apartment,apartment,1,41.88427316,-87.79073022,,220 WESLEY AVE,0,974.4,0,0,0
577,apartment,apartment,1,41.88425375,-87.78983878,,221 S EAST AVE,0,1114.4,0,0,0
578,apartment,apartment,1,41.88402571,-87.78822526,,229 S SCOVILLE AVE,0,1115.6,0,0,0
579,apartment,apartment,1,41.88389216,-87.7882204,,233 S SCOVILLE AVE 1,0,1159.3,0,0,0
580,apartment,apartment,1,41.88478149,-87.78659663,,209 S ELMWOOD AVE SA,0,735.1,0,0,0
581,apartment,apartment,1,41.88458794,-87.78656873,,213 S ELMWOOD AVE,0,805.2,0,0,0
582,apartment,apartment,1,41.88504575,-87.78500078,,201 S RIDGELAND AVE,1,752.4,1,1,1
583,apartment,apartment,1,41.88316139,-87.79362876,,717 RANDOLPH ST,1,1061.3,1,1,1
584,apartment,apartment,1,41.88272584,-87.79400451,,312 S OAK PARK AVE 2S,1,1012.8,1,1,1
585,apartment,apartment,1,41.88262082,-87.79394976,,316 S OAK PARK AVE,1,972.0,1,1,1
586,apartment,apartment,1,41.88248425,-87.79393622,,320 S OAK PARK AVE 2,1,923.7,1,1,1
587,apartment,apartment,1,41.88239201,-87.793937,,322 S OAK PARK AVE,1,892.1,1,1,1
588,apartment,apartment,1,41.88201713,-87.79391684,,334 S OAK PARK AVE,1,762.8,1,1,1
589,apartment,apartment,1,41.88186797,-87.79400934,,338 S OAK PARK AVE,1,706.2,1,1,1
590,apartment,apartment,1,41.88177421,-87.79385169,,720 WASHINGTON BLVD,1,674.7,1,1,1
591,apartment,apartment,1,41.88182517,-87.79312811,,710 WASHINGTON BLVD,0,639.1,0,0,0
592,apartment,apartment,1,41.8823033,-87.79389817,,326 S OAK PARK AVE,1,858.2,1,1,1
593,apartment,apartment,1,41.88268673,-87.79150377,,315 WESLEY AVE,0,936.5,0,0,0
594,apartment,apartment,1,41.88253525,-87.79145079,,319 WESLEY AVE,0,879.5,0,0,0
595,apartment,apartment,1,41.8818336,-87.79203791,,652 WASHINGTON BLVD,0,672.5,0,0,0
596,apartment,apartment,1,41.88274817,-87.79071298,,314 WESLEY AVE,0,920.0,0,0,0
597,apartment,apartment,1,41.88184463,-87.79047505,,622 WASHINGTON BLVD,0,589.2,0,0,0
598,apartment,apartment,1,41.88255718,-87.78983976,,323 S EAST AVE,0,862.4,0,0,0
599,apartment,apartment,1,41.88232484,-87.78806894,,329 S SCOVILLE AVE,0,881.3,0,0,0
600,apartment,apartment,1,41.88189632,-87.78896195,,524 WASHINGTON BLVD,0,656.4,0,0,0
601,apartment,apartment,1,41.88246457,-87.78737561,,322 S SCOVILLE AVE,0,852.0,0,0,0
602,apartment,apartment,1,41.88204482,-87.78729644,,458 WASHINGTON BLVD,0,700.2,0,0,0
603,apartment,apartment,1,41.88185178,-87.78594029,,428 WASHINGTON BLVD,0,596.3,0,0,0
604,apartment,apartment,1,41.88194714,-87.78553101,,420 WASHINGTON BLVD,0,634.6,0,0,0
605,apartment,apartment,1,41.88193532,-87.78538302,,416 WASHINGTON BLVD,0,619.6,0,0,0
606,apartment,apartment,1,41.88080977,-87.79296979,,419 S EUCLID AVE,0,267.1,0,1,1
607,apartment,apartment,1,41.88136781,-87.79194433,,651 WASHINGTON BLVD,0,525.9,0,0,0
608,apartment,apartment,1,41.88136872,-87.79213709,,655 WASHINGTON BLVD,0,504.4,0,0,0
609,apartment,apartment,1,41.8807145,-87.79232024,,422 S EUCLID AVE,0,268.4,0,1,1
610,apartment,apartment,1,41.88136441,-87.79172833,,647 WASHINGTON BLVD,0,532.3,0,0,0
611,apartment,apartment,1,41.88138428,-87.79152928,,643 WASHINGTON BLVD 1,0,506.2,0,0,0
612,apartment,apartment,1,41.88076085,-87.79059306,,420 WESLEY AVE,0,196.5,1,1,1
613,apartment,apartment,1,41.88057007,-87.79061057,,426 WESLEY AVE,1,129.1,1,1,1
614,apartment,apartment,1,41.88033999,-87.78792793,,500 MADISON ST,1,268.1,1,1,1
615,apartment,apartment,1,41.88142148,-87.78710961,,455 WASHINGTON BLVD,0,470.3,0,0,0
616,apartment,apartment,1,41.88142786,-87.78689221,,451 WASHINGTON BLVD,0,452.9,0,0,0
617,apartment,apartment,1,41.8807815,-87.78734289,,422 S SCOVILLE AVE 2,0,317.1,0,0,1
618,apartment,apartment,1,41.8806487,-87.78734402,,428 S SCOVILLE AVE,0,289.3,0,1,1
619,apartment,apartment,1,41.88109182,-87.78644661,,415 S ELMWOOD AVE,0,313.4,0,0,1
620,apartment,apartment,1,41.88052696,-87.78648366,,431 S ELMWOOD AVE,1,108.5,1,1,1
621,apartment,apartment,1,41.88080214,-87.78650769,,421 S ELMWOOD AVE,0,208.8,0,1,1
622,apartment,apartment,1,41.88147,-87.78743837,,400 S SCOVILLE AVE,0,526.5,0,0,0
623,apartment,apartment,1,41.88148033,-87.78575518,,423 WASHINGTON BLVD,0,468.1,0,0,0
624,apartment,apartment,1,41.88145798,-87.78556863,,419 WASHINGTON BLVD 1,0,472.2,0,0,0
625,apartment,apartment,1,41.88145466,-87.78547258,,417 WASHINGTON BLVD,0,460.6,0,0,0
626,apartment,apartment,1,41.88144406,-87.78496239,,405 WASHINGTON BLVD,1,423.7,1,1,1
627,apartment,apartment,1,41.88144064,-87.78478395,,401 WASHINGTON BLVD,1,421.0,1,1,1
628,apartment,apartment,1,41.88095903,-87.78576085,,418 S ELMWOOD AVE 1,0,283.3,0,1,1
629,apartment,apartment,1,41.88065602,-87.78573224,,426 S ELMWOOD AVE,0,185.0,1,1,1
630,apartment,apartment,1,41.88051954,-87.78573821,,430 S ELMWOOD AVE,1,143.2,1,1,1
631,apartment,apartment,1,41.88098542,-87.78496523,,419 S RIDGELAND AVE,1,257.9,1,1,1
632,apartment,apartment,1,41.88020027,-87.78497043,,408 MADISON ST,1,25.5,1,1,1
633,apartment,apartment,1,41.89432702,-87.7842792,,319 CHICAGO AVE,1,67.8,1,1,1
634,apartment,apartment,1,41.89433602,-87.78383147,,311 CHICAGO AVE,1,185.0,1,1,1
635,apartment,apartment,1,41.89424154,-87.7828975,,428 N CUYLER AVE,0,184.0,1,1,1
636,apartment,apartment,1,41.8935986,-87.7819849,,411 N HARVEY AVE,0,450.6,0,0,0
637,apartment,apartment,1,41.89403326,-87.78040264,,423 N LOMBARD AVE,0,530.7,0,0,0
638,apartment,apartment,1,41.8932847,-87.78035812,,204 SUPERIOR ST,0,740.8,0,0,0
639,apartment,apartment,1,41.89433939,-87.77818185,,59 CHICAGO AVE,1,248.9,1,1,1
640,apartment,apartment,1,41.8944456,-87.77799321,,57 CHICAGO AVE,1,204.6,1,1,1
641,apartment,apartment,1,41.89444514,-87.77789793,,55 CHICAGO AVE,1,206.2,1,1,1
642,apartment,apartment,1,41.89444783,-87.77771686,,51 CHICAGO AVE,1,216.7,1,1,1
643,apartment,apartment,1,41.89444737,-87.77762158,,49 CHICAGO AVE,1,226.9,1,1,1
644,apartment,apartment,1,41.89444686,-87.77751676,,47 CHICAGO AVE 2,1,227.0,1,1,1
645,apartment,apartment,1,41.89444642,-87.77742625,,45 CHICAGO AVE,1,216.3,1,1,1
646,apartment,apartment,1,41.89444596,-87.77733096,,43 CHICAGO AVE 1,1,207.7,1,1,1
647,apartment,apartment,1,41.89454878,-87.77697776,,425 N HUMPHREY AVE,1,147.7,1,1,1
648,apartment,apartment,1,41.89393178,-87.77797503,,418 N TAYLOR AVE,0,391.7,0,0,1
649,apartment,apartment,1,41.89365324,-87.77777197,,408 N TAYLOR AVE,0,478.7,0,0,0
650,apartment,apartment,1,41.8933566,-87.77781651,,400 N TAYLOR AVE,0,563.3,0,0,0
651,apartment,apartment,1,41.89340563,-87.77744887,,50 SUPERIOR ST,0,487.8,0,0,0
652,apartment,apartment,1,41.89353337,-87.77712114,,407 N HUMPHREY AVE 2,0,402.1,0,0,0
653,apartment,apartment,1,41.89347488,-87.77712165,,405 N HUMPHREY AVE,0,421.1,0,0,0
654,apartment,apartment,1,41.89340247,-87.77712228,,403 N HUMPHREY AVE,0,445.0,0,0,0
655,apartment,apartment,1,41.89331614,-87.77712303,,401 N HUMPHREY AVE 1,0,473.8,0,0,0
656,apartment,apartment,1,41.89412461,-87.7754561,,722 N AUSTIN BLVD,1,129.1,1,1,1
657,apartment,apartment,1,41.89363328,-87.77577843,,712 N AUSTIN BLVD,1,303.7,1,1,1
658,apartment,apartment,1,41.89336623,-87.77562357,,700 N AUSTIN BLVD,1,397.7,1,1,1
659,apartment,apartment,1,41.89437948,-87.77530932,,728 AUSTIN AVE 2,1,88.0,1,1,1
660,apartment,apartment,1,41.8920996,-87.78286707,,304 N CUYLER AVE,0,948.6,0,0,0
661,apartment,apartment,1,41.89186801,-87.78286054,,300 N CUYLER AVE,0,1024.6,0,0,0
662,apartment,apartment,1,41.89266915,-87.78193525,,323 N HARVEY AVE,0,784.9,0,0,0
663,apartment,apartment,1,41.89275585,-87.78034872,,325 N LOMBARD AVE,0,906.8,0,0,0
664,apartment,apartment,1,41.89260777,-87.78032457,,319 N LOMBARD AVE,0,957.6,0,0,0
665,apartment,apartment,1,41.89193919,-87.77956282,,300 N LOMBARD AVE 2,0,774.4,0,0,0
666,apartment,apartment,1,41.89284429,-87.77555201,,626 N AUSTIN BLVD,1,453.6,1,1,1
667,apartment,apartment,1,41.89052431,-87.78432617,,202 N RIDGELAND AVE,1,624.3,1,1,1
668,apartment,apartment,1,41.89052844,-87.78349863,,201 N CUYLER AVE,0,682.9,0,0,0
669,apartment,apartment,1,41.89108488,-87.78112433,,216 N HARVEY AVE,0,868.9,0,0,0
670,apartment,apartment,1,41.89164263,-87.77953824,,232 N LOMBARD AVE,0,731.8,0,0,0
671,apartment,apartment,1,41.89141757,-87.77950672,,226 N LOMBARD AVE,0,705.5,0,0,0
672,apartment,apartment,1,41.89129579,-87.77951614,,222 N LOMBARD AVE 2,0,702.0,0,0,0
673,apartment,apartment,1,41.89118647,-87.77951708,,220 N LOMBARD AVE,0,699.2,0,0,0
674,apartment,apartment,1,41.89059554,-87.77949486,,200 N LOMBARD AVE,0,715.9,0,0,0
675,apartment,apartment,1,41.89165733,-87.77870145,,233 N TAYLOR AVE,0,519.4,0,0,0
676,apartment,apartment,1,41.89137937,-87.77871222,,225 N TAYLOR AVE,0,491.4,0,0,0
677,apartment,apartment,1,41.88846661,-87.78407619,,316 LAKE ST,1,50.4,1,1,1
678,apartment,apartment,1,41.88850303,-87.78367149,,310 LAKE ST,1,47.9,1,1,1
679,apartment,apartment,1,41.88996741,-87.78271445,,168 N CUYLER AVE,0,558.9,0,0,0
680,apartment,apartment,1,41.88867788,-87.78288983,,130 N CUYLER AVE,1,173.4,1,1,1
681,apartment,apartment,1,41.88837886,-87.78284347,,266 LAKE ST,1,189.9,1,1,1
682,apartment,apartment,1,41.88853436,-87.78264641,,260 LAKE ST,1,167.0,1,1,1
683,apartment,apartment,1,41.88847053,-87.78219542,,250 LAKE ST,1,42.9,1,1,1
684,apartment,apartment,1,41.88970928,-87.78028624,,163 N LOMBARD AVE,0,438.9,0,0,0
685,apartment,apartment,1,41.88842739,-87.78096673,,224 LAKE ST,1,46.0,1,1,1
686,apartment,apartment,1,41.88872107,-87.78025466,,133 N LOMBARD AVE,1,115.4,1,1,1
687,apartment,apartment,1,41.88861596,-87.78021741,,131 N LOMBARD AVE 1,1,76.4,1,1,1
688,apartment,apartment,1,41.89029874,-87.77947191,,178 N LOMBARD AVE 1,0,701.8,0,0,0
689,apartment,apartment,1,41.88975872,-87.77868557,,163 N TAYLOR AVE,0,616.9,0,0,0
690,apartment,apartment,1,41.88825536,-87.77844414,,119 N TAYLOR AVE,1,451.5,1,1,1
691,apartment,apartment,1,41.88908071,-87.77863311,,143 N TAYLOR AVE,0,461.9,0,0,0
692,apartment,apartment,1,41.88846967,-87.77888878,,114 LAKE ST,1,327.0,1,1,1
693,apartment,apartment,1,41.89018676,-87.77705679,,175 N HUMPHREY AVE,0,328.6,0,0,1
694,apartment,apartment,1,41.88949524,-87.77702634,,155 N HUMPHREY AVE 1,0,466.3,0,0,0
695,apartment,apartment,1,41.88936455,-87.77702019,,151 N HUMPHREY AVE,0,422.7,0,0,0
696,apartment,apartment,1,41.8883536,-87.7773338,,50 LAKE ST,1,276.3,1,1,1
697,apartment,apartment,1,41.88835307,-87.77722348,,48 LAKE ST,1,246.4,1,1,1
698,apartment,apartment,1,41.888404,-87.77680383,,38 LAKE ST,1,135.4,1,1,1
699,apartment,apartment,1,41.88834174,-87.77760751,,56 LAKE ST,1,350.4,1,1,1
700,apartment,apartment,1,41.88834431,-87.77745744,,54 LAKE ST,1,309.7,1,1,1
701,apartment,apartment,1,41.89029701,-87.7762649,,176 N HUMPHREY AVE,0,195.8,1,1,1
702,apartment,apartment,1,41.88979051,-87.7762071,,162 N HUMPHREY AVE,0,379.7,0,0,1
703,apartment,apartment,1,41.88900893,-87.77616612,,130 N HUMPHREY AVE,0,250.8,0,1,1
704,apartment,apartment,1,41.89037691,-87.77524447,,480 N AUSTIN BLVD,1,310.2,1,1,1
705,apartment,apartment,1,41.88934301,-87.77539146,,450 N AUSTIN BLVD,1,396.0,1,1,1
706,apartment,apartment,1,41.88908162,-87.77556221,,440 N AUSTIN BLVD,1,304.7,1,1,1
707,apartment,apartment,1,41.8888383,-87.77521317,,432 N AUSTIN BLVD,1,217.3,1,1,1
708,apartment,apartment,1,41.88822431,-87.77597349,,18 LAKE ST,1,100.0,1,1,1
709,apartment,apartment,1,41.88950104,-87.7762192,,146 N HUMPHREY AVE,0,427.4,0,0,0
710,apartment,apartment,1,41.88985622,-87.77533601,,466 N AUSTIN BLVD,1,427.5,1,1,1
711,apartment,apartment,1,41.8878043,-87.78042327,,101 N LOMBARD AVE,1,159.8,1,1,1
712,apartment,apartment,1,41.88799044,-87.78030509,,201 LAKE ST,1,159.4,1,1,1
713,apartment,apartment,1,41.88677713,-87.7835866,,309 SOUTH BLVD,1,87.2,1,1,1
714,apartment,apartment,1,41.88676069,-87.78167571,,101 S HARVEY AVE,0,430.7,0,0,0
715,apartment,apartment,1,41.8858492,-87.7817309,,133 S HARVEY AVE,0,537.3,0,0,0
716,apartment,apartment,1,41.88591681,-87.78172959,,127 S HARVEY AVE,0,522.3,0,0,0
717,apartment,apartment,1,41.88676472,-87.78118993,,225 SOUTH BLVD,1,486.5,1,1,1
718,apartment,apartment,1,41.88566205,-87.78118095,,136 S HARVEY AVE,0,697.0,0,0,0
719,apartment,apartment,1,41.88537947,-87.78065383,,228 PLEASANT ST,0,873.0,0,0,0
720,apartment,apartment,1,41.88623758,-87.78000316,,117 S LOMBARD AVE,0,712.0,0,0,0
721,apartment,apartment,1,41.88662298,-87.77904669,,117 SOUTH BLVD,1,715.5,1,1,1
722,apartment,apartment,1,41.88634072,-87.77937852,,118 S LOMBARD AVE,1,753.0,1,1,1
723,apartment,apartment,1,41.88612092,-87.77940239,,124 S LOMBARD AVE,0,818.3,0,0,0
724,apartment,apartment,1,41.88600589,-87.77937262,,128 S LOMBARD AVE 1ST,0,858.9,0,0,0
725,apartment,apartment,1,41.88580563,-87.77936556,,134 S LOMBARD AVE,0,924.5,0,0,0
726,apartment,apartment,1,41.88682992,-87.77847993,,105 S TAYLOR AVE,0,727.6,0,0,0
727,apartment,apartment,1,41.88692681,-87.77771631,,102 S TAYLOR AVE,0,636.2,0,0,0
728,apartment,apartment,1,41.88672676,-87.77775321,,106 S TAYLOR AVE,0,701.5,0,0,0
729,apartment,apartment,1,41.88661517,-87.77775417,,112 S TAYLOR AVE,0,735.7,0,0,0
730,apartment,apartment,1,41.8864642,-87.77775988,,114 S TAYLOR AVE,0,783.6,0,0,0
731,apartment,apartment,1,41.88625079,-87.77774854,,120 S TAYLOR AVE,0,830.3,0,0,0
732,apartment,apartment,1,41.88558764,-87.77772791,,140 S TAYLOR AVE,0,995.3,0,0,0
733,apartment,apartment,1,41.88690948,-87.7769118,,49 SOUTH BLVD,1,505.6,1,1,1
734,apartment,apartment,1,41.88690075,-87.77669213,,37 SOUTH BLVD,1,459.0,1,1,1
735,apartment,apartment,1,41.88691074,-87.77615174,,102 S HUMPHREY AVE,1,352.1,1,1,1
736,apartment,apartment,1,41.88623259,-87.77611807,,120 S HUMPHREY AVE,0,564.2,0,0,0
737,apartment,apartment,1,41.88580249,-87.77609543,,132 S HUMPHREY AVE 1,0,710.4,0,0,0
738,apartment,apartment,1,41.88552662,-87.77606706,,140 S HUMPHREY AVE 1,0,805.4,0,0,0
739,apartment,apartment,1,41.88575406,-87.77515529,,312 N AUSTIN BLVD,1,701.2,1,1,1
740,apartment,apartment,1,41.88549665,-87.77546328,,302 N AUSTIN BLVD,1,793.4,1,1,1
741,apartment,apartment,1,41.88508514,-87.78007396,,201 S LOMBARD AVE,0,1063.2,0,0,0
742,apartment,apartment,1,41.88471857,-87.77933373,,214 S LOMBARD AVE,0,1293.8,0,0,0
743,apartment,apartment,1,41.88460547,-87.77932766,,216 S LOMBARD AVE,0,1329.5,0,0,0
744,apartment,apartment,1,41.88515797,-87.77847447,,201 S TAYLOR AVE,0,1246.6,0,0,0
745,apartment,apartment,1,41.88495108,-87.77845429,,209 S TAYLOR AVE,0,1299.4,0,0,0
746,apartment,apartment,1,41.88438573,-87.77842593,,225 S TAYLOR AVE,0,1458.0,0,0,0
747,apartment,apartment,1,41.88485313,-87.7776979,,210 S TAYLOR AVE,0,1207.5,0,0,0
748,apartment,apartment,1,41.884727,-87.77771135,,214 S TAYLOR AVE,0,1248.6,0,0,0
749,apartment,apartment,1,41.88439027,-87.77768257,,222 S TAYLOR AVE,0,1351.8,0,0,0
750,apartment,apartment,1,41.88518468,-87.77520764,,234 N AUSTIN BLVD,1,907.3,1,1,1
751,apartment,apartment,1,41.88505407,-87.77516405,,230 N AUSTIN BLVD,1,955.3,1,1,1
752,apartment,apartment,1,41.88484083,-87.77518789,,224 N AUSTIN BLVD,1,1032.6,1,1,1
753,apartment,apartment,1,41.88474227,-87.77517116,,220 N AUSTIN BLVD,1,1068.6,1,1,1
754,apartment,apartment,1,41.884378,-87.77521443,,208 N AUSTIN BLVD,1,1200.6,1,1,1
755,apartment,apartment,1,41.88332563,-87.78423426,,300 S RIDGELAND AVE 1ST,1,1118.6,1,1,1
756,apartment,apartment,1,41.88236104,-87.78422172,,328 S RIDGELAND AVE,1,773.0,1,1,1
757,apartment,apartment,1,41.88225778,-87.7842226,,332 S RIDGELAND AVE 1,1,735.6,1,1,1
758,apartment,apartment,1,41.88208623,-87.78401365,,320 WASHINGTON BLVD,1,669.5,1,1,1
759,apartment,apartment,1,41.88199082,-87.78379856,,316 WASHINGTON BLVD,0,635.7,0,0,0
760,apartment,apartment,1,41.88205424,-87.78333889,,300 WASHINGTON BLVD,0,677.5,0,0,0
761,apartment,apartment,1,41.88230985,-87.78244876,,332 S CUYLER AVE,0,760.6,0,0,0
762,apartment,apartment,1,41.88249485,-87.78164393,,337 S HARVEY AVE,0,808.1,0,0,0
763,apartment,apartment,1,41.8824022,-87.78164473,,339 S HARVEY AVE,0,774.5,0,0,0
764,apartment,apartment,1,41.88232391,-87.781655,,343 S HARVEY AVE,0,746.3,0,0,0
765,apartment,apartment,1,41.88195519,-87.78272871,,264 WASHINGTON BLVD,0,631.1,0,0,0
766,apartment,apartment,1,41.88199325,-87.78254363,,260 WASHINGTON BLVD,0,644.4,0,0,0
767,apartment,apartment,1,41.88199249,-87.78238624,,258 WASHINGTON BLVD,0,646.1,0,0,0
768,apartment,apartment,1,41.88201672,-87.78224273,,256 WASHINGTON BLVD 1,0,646.3,0,0,0
769,apartment,apartment,1,41.88201982,-87.78213777,,252 WASHINGTON BLVD,0,642.8,0,0,0
770,apartment,apartment,1,41.88206047,-87.78200573,,238 WASHINGTON BLVD,0,653.5,0,0,0
771,apartment,apartment,1,41.88328165,-87.7809347,,312 S HARVEY AVE,0,1099.6,0,0,0
772,apartment,apartment,1,41.88196605,-87.78106795,,230 WASHINGTON BLVD,0,620.2,0,0,0
773,apartment,apartment,1,41.88351215,-87.77935086,,310 S LOMBARD AVE 2ND,0,1161.1,0,0,0
774,apartment,apartment,1,41.88302306,-87.77842799,,323 S TAYLOR AVE,0,982.1,0,0,0
775,apartment,apartment,1,41.88283782,-87.77845527,,331 S TAYLOR AVE,0,914.3,0,0,0
776,apartment,apartment,1,41.8822649,-87.77918148,,130 WASHINGTON BLVD,0,704.9,0,0,0
777,apartment,apartment,1,41.88232574,-87.77885088,,116 WASHINGTON BLVD,0,721.5,0,0,0
778,apartment,apartment,1,41.88232506,-87.77870966,,114 WASHINGTON BLVD,0,722.3,0,0,0
779,apartment,apartment,1,41.88232433,-87.77855988,,110 WASHINGTON BLVD,0,725.4,0,0,0
780,apartment,apartment,1,41.88233656,-87.77844421,,106 WASHINGTON BLVD 1,0,733.9,0,0,0
781,apartment,apartment,1,41.88226589,-87.77820509,,102 W WASHINGTON BLVD,0,718.8,0,0,0
782,apartment,apartment,1,41.88232458,-87.77776821,,64 WASHINGTON BLVD,0,748.5,0,0,0
783,apartment,apartment,1,41.88233067,-87.77762972,,60 WASHINGTON BLVD,0,757.1,0,0,0
784,apartment,apartment,1,41.8823246,-87.7771134,,48 WASHINGTON BLVD 2,0,741.6,0,0,0
785,apartment,apartment,1,41.88233031,-87.77697212,,46 WASHINGTON BLVD,0,740.0,0,0,0
786,apartment,apartment,1,41.88359592,-87.7751169,,142 N AUSTIN BLVD 2,1,1137.7,1,1,1
787,apartment,apartment,1,41.88232791,-87.77583404,,24 WASHINGTON BLVD,0,723.6,0,0,0
788,apartment,apartment,1,41.88243841,-87.77526638,,10 WASHINGTON BLVD,1,722.6,1,1,1
789,apartment,apartment,1,41.88013813,-87.78418168,,436 S RIDGELAND AVE,1,76.4,1,1,1
790,apartment,apartment,1,41.88014812,-87.78356219,,314 MADISON ST,1,108.9,1,1,1
791,apartment,apartment,1,41.88014983,-87.78345114,,312 MADISON ST,1,137.5,1,1,1
792,apartment,apartment,1,41.88015243,-87.78326288,,308 MADISON ST,1,179.2,1,1,1
793,apartment,apartment,1,41.88015429,-87.78315701,,300 MADISON ST,1,150.8,1,1,1
794,apartment,apartment,1,41.8814774,-87.78258121,,261 WASHINGTON BLVD,0,456.4,0,0,0
795,apartment,apartment,1,41.88118644,-87.7816258,,415 S HARVEY AVE,0,334.4,0,0,1
796,apartment,apartment,1,41.88101411,-87.78161437,,421 S HARVEY AVE,0,272.2,0,1,1
797,apartment,apartment+townhome,3,41.88135181,-87.78090001,2,221 WASHINGTON BLVD,0,413.5,0,0,0
798,apartment,apartment,1,41.8814406,-87.78030614,,213 WASHINGTON BLVD,0,421.6,0,0,0
799,apartment,apartment,1,41.88117428,-87.78094306,,414 S HARVEY AVE,0,348.8,0,0,1
800,apartment,apartment,1,41.88064412,-87.78084998,,428 S HARVEY AVE,1,201.4,1,1,1
801,apartment,apartment,1,41.88087722,-87.77994372,,421 S LOMBARD AVE,0,218.7,0,1,1
802,apartment,apartment,1,41.88177912,-87.77902339,,117 WASHINGTON BLVD,0,524.5,0,0,0
803,apartment,apartment,1,41.88177686,-87.77860987,,111 WASHINGTON BLVD,0,525.9,0,0,0
804,apartment,apartment,1,41.8818473,-87.77819212,,103 WASHINGTON BLVD,0,566.5,0,0,0
805,apartment,apartment,1,41.8814016,-87.77925788,,414 S LOMBARD AVE 1ST,0,400.3,0,0,0
806,apartment,apartment,1,41.88129531,-87.77926328,,416 S LOMBARD AVE,0,363.6,0,0,1
807,apartment,apartment,1,41.88120734,-87.77926623,,418 S LOMBARD AVE,0,333.5,0,0,1
808,apartment,apartment,1,41.88145776,-87.77825625,,415 S TAYLOR AVE,0,425.2,0,0,0
809,apartment,apartment,1,41.88041781,-87.77937701,,132 MADISON ST,1,143.9,1,1,1
810,apartment,apartment,1,41.88030994,-87.77860845,,114 MADISON ST,1,56.1,1,1,1
811,apartment,apartment,1,41.8817772,-87.77725829,,51 WASHINGTON BLVD,0,548.5,0,0,0
812,apartment,apartment,1,41.88182076,-87.77712307,,47 WASHINGTON BLVD,0,559.7,0,0,0
813,apartment,apartment,1,41.88096309,-87.77768674,,426 S TAYLOR AVE,0,278.6,0,1,1
814,apartment,apartment,1,41.88136133,-87.77669051,,419 S HUMPHREY AVE,0,386.3,0,0,1
815,apartment,apartment,1,41.8809556,-87.77672827,,429 S HUMPHREY AVE,0,238.3,0,1,1
816,apartment,apartment,1,41.88031113,-87.77745821,,58 MADISON ST,1,141.7,1,1,1
817,apartment,apartment,1,41.88027234,-87.77736867,,56 MADISON ST,1,117.3,1,1,1
818,apartment,apartment,1,41.88137997,-87.77593403,,418 S HUMPHREY AVE,0,407.4,0,0,0
819,apartment,apartment,1,41.88111466,-87.77592777,,426 S HUMPHREY AVE,0,312.0,0,0,1
820,apartment,apartment,1,41.88100155,-87.77600646,,428 S HUMPHREY AVE,0,277.1,0,1,1
821,apartment,apartment,1,41.88092132,-87.77529248,,16 N AUSTIN BLVD,1,199.5,1,1,1
822,apartment,apartment,1,41.88026849,-87.77590004,,26 MADISON ST,1,51.8,1,1,1
823,apartment,apartment,1,41.8803356,-87.77525508,,12 MADISON ST,1,26.1,1,1,1
824,apartment,apartment,1,41.88027869,-87.77518429,,8 MADISON ST,1,45.1,1,1,1
825,apartment,apartment,1,41.88033475,-87.77507963,,6 MADISON ST,1,72.5,1,1,1
826,apartment,apartment,1,41.88028219,-87.77499119,,4 MADISON ST,1,78.6,1,1,1
827,apartment,apartment,1,41.87939073,-87.78411735,,510 S RIDGELAND AVE 1,1,163.9,1,1,1
828,apartment,apartment,1,41.87929121,-87.7841233,,512 S RIDGELAND AVE,1,189.0,1,1,1
829,apartment,apartment,1,41.87919149,-87.78410917,,516 S RIDGELAND AVE,1,214.1,1,1,1
830,apartment,apartment,1,41.87908829,-87.78411994,,518 S RIDGELAND AVE,1,246.6,1,1,1
