id,category,cats,n_parcels,lat,lon,units,address,on_arterial,d_commercial,corridor_200,corridor_300,corridor_400
279,apartment,apartment,1,41.8925833,-87.80254606,,316 N MARION ST,0,503.8,0,0,0
280,apartment,apartment,1,41.89076817,-87.80468508,,1142 ONTARIO ST,0,304.7,0,0,1
281,apartment,apartment,1,41.8916168,-87.80360176,,1117 ERIE ST,0,306.0,0,0,1
282,apartment,apartment,1,41.89163868,-87.80336243,,1111 ERIE ST,0,371.0,0,0,1
283,apartment,apartment,1,41.89176238,-87.80322576,,1109 ERIE ST,0,411.9,0,0,0
284,apartment,apartment,1,41.89172518,-87.80297851,,229 N MARION ST,0,476.9,0,0,0
285,apartment,apartment,1,41.89164074,-87.80298949,,227 N MARION ST,0,472.0,0,0,0
286,apartment,apartment,1,41.89078584,-87.80376038,,1122 ONTARIO ST,0,397.4,0,0,1
287,apartment,apartment,1,41.89079324,-87.8036237,,1120 ONTARIO ST,0,421.0,0,0,0
288,apartment,apartment,1,41.89116115,-87.80248087,,212 N MARION ST,0,630.7,0,0,0
289,apartment,apartment,1,41.89107706,-87.8024675,,210 N MARION ST,0,642.7,0,0,0
290,apartment,apartment,1,41.89098783,-87.80247878,,208 N MARION ST,0,650.2,0,0,0
291,apartment,apartment,1,41.89089588,-87.802469,,206 N MARION ST,0,665.0,0,0,0
292,apartment,apartment,1,41.89080391,-87.80245569,,202 N MARION ST,0,664.1,0,0,0
293,apartment,apartment,1,41.89071989,-87.8024599,,200 N MARION ST,0,634.0,0,0,0
294,apartment,apartment,1,41.89088124,-87.80162778,,1028 ONTARIO ST 1,0,667.8,0,0,0
295,apartment,apartment,1,41.89033518,-87.79964344,,942 ONTARIO ST,0,529.9,0,0,0
296,apartment,apartment,1,41.89051277,-87.79885513,,922 ONTARIO,0,623.2,0,0,0
297,apartment,apartment,1,41.89089511,-87.79721314,,220 N KENILWORTH AVE,0,581.9,0,0,0
298,apartment,apartment,1,41.89061704,-87.79719304,,210 N KENILWORTH AVE,0,575.2,0,0,0
299,apartment,apartment,1,41.89029016,-87.79630926,,201 N GROVE AVE,0,371.4,0,0,1
300,apartment,apartment,1,41.89119255,-87.79576669,,226 N GROVE AVE,0,250.2,0,1,1
301,apartment,apartment,1,41.89046658,-87.80288439,,195 N MARION ST,0,528.2,0,0,0
302,apartment,apartment,1,41.89025391,-87.80288966,,189 N MARION ST,0,450.8,0,0,0
303,apartment,apartment,1,41.89018302,-87.80289377,,187 N MARION ST,0,424.9,0,0,0
304,apartment,apartment,1,41.89011213,-87.80289435,,185 N MARION ST,0,399.1,0,0,1
305,apartment,apartment,1,41.89038868,-87.80405218,,1129 W ONTARIO ST,0,320.6,0,0,1
306,apartment,apartment,1,41.89038137,-87.80436755,,1135 W ONTARIO ST,0,263.0,0,1,1
307,apartment,apartment,1,41.88994015,-87.80491574,,479 N HARLEM AVE,1,57.4,1,1,1
308,apartment,apartment,1,41.88886806,-87.80196406,,1034 LAKE ST,1,32.6,1,1,1
309,apartment,apartment,1,41.88993629,-87.79946645,,937 ONTARIO ST,0,384.8,0,0,1
310,apartment,apartment,1,41.88995577,-87.79934475,,935 ONTARIO ST,0,395.2,0,0,1
311,apartment,apartment,1,41.88995504,-87.79924536,,933 ONTARIO ST,0,399.6,0,0,1
312,apartment,apartment,1,41.88994876,-87.79912424,,931 ONTARIO ST,0,405.5,0,0,0
313,apartment,apartment,1,41.88995778,-87.79882844,,925 ONTARIO ST,0,438.1,0,0,0
314,apartment,apartment,1,41.8900379,-87.79856651,,917 ONTARIO ST,0,498.5,0,0,0
315,apartment,apartment,1,41.89003914,-87.79833321,,913 ONTARIO ST,0,535.4,0,0,0
316,apartment,apartment,1,41.89000812,-87.79796226,,901 ONTARIO ST,0,594.7,0,0,0
317,apartment,apartment,1,41.88976783,-87.79797105,,175 N KENILWORTH AVE,0,536.2,0,0,0
318,apartment,apartment,1,41.89000906,-87.79653593,,181 N GROVE AVE,0,475.8,0,0,0
319,apartment,apartment,1,41.88989129,-87.79656322,,171 N GROVE AVE,0,506.8,0,0,0
320,apartment,apartment,1,41.88851969,-87.80305525,,1111 LAKE ST,1,33.5,1,1,1
321,apartment,apartment,1,41.88845953,-87.8028335,,1107 LAKE ST,1,33.0,1,1,1
322,apartment,apartment,1,41.88819626,-87.80264966,,127 N MARION ST,1,55.2,1,1,1
323,apartment,apartment,1,41.88778532,-87.80324727,,1125 WESTGATE ST,0,50.0,1,1,1
324,apartment,apartment,1,41.88785293,-87.80285584,,119 N MARION ST,0,41.9,1,1,1
325,apartment,apartment,1,41.88759404,-87.80253598,,111 N MARION ST,0,25.3,1,1,1
326,apartment,apartment,1,41.88723822,-87.80255631,,101 N MARION ST,0,61.3,1,1,1
327,apartment,apartment,1,41.88843885,-87.80229948,,138 N MARION ST,1,83.5,1,1,1
328,apartment,apartment,1,41.88853922,-87.80160517,,1023 LAKE ST,1,37.5,1,1,1
329,apartment,apartment,1,41.88751759,-87.80224321,,110 N MARION ST,0,89.6,1,1,1
330,apartment,apartment,1,41.88764367,-87.8017009,,1018 NORTH BLVD,0,57.8,1,1,1
331,apartment,apartment,1,41.88758191,-87.80090865,,1006 NORTH BLVD,0,256.8,0,1,1
332,apartment,apartment,1,41.88799124,-87.80217172,,120 N MARION ST,0,23.4,1,1,1
333,apartment,apartment,1,41.88836654,-87.79825836,,921 LAKE ST,1,397.3,1,1,1
334,apartment,apartment,1,41.88754845,-87.79876786,,930 NORTH BLVD,0,529.5,0,0,0
335,apartment,apartment,1,41.88761277,-87.79764184,,914 NORTH BLVD,0,421.8,0,0,0
336,apartment,apartment,1,41.88762823,-87.79738236,,109 N KENILWORTH AVE,0,351.4,0,0,1
337,apartment,apartment,1,41.88811748,-87.8001326,,100 FOREST AVE,0,272.4,0,1,1
338,apartment,apartment,1,41.88735389,-87.79738465,,101 N KENILWORTH AVE,0,315.8,0,0,1
339,apartment,apartment,1,41.88755175,-87.79813737,,922 NORTH BLVD,0,517.3,0,0,0
340,apartment,apartment,1,41.88745299,-87.79688738,,104 N KENILWORTH AVE,0,228.8,0,1,1
341,apartment,apartment,1,41.88734933,-87.79684478,,102 N KENILWORTH AVE 1,0,233.0,0,1,1
342,apartment,apartment,1,41.88834915,-87.79636251,,855 LAKE ST,1,265.1,1,1,1
343,apartment,apartment,1,41.88850197,-87.79599172,,835 LAKE ST,1,311.0,1,1,1
344,apartment,apartment,1,41.88850044,-87.79578585,,833 LAKE ST,1,319.9,1,1,1
345,apartment,apartment,1,41.88786276,-87.7947512,,115 N OAK PARK AVE,1,58.6,1,1,1
346,apartment,apartment,1,41.88779625,-87.79474675,,113 N OAK PARK AVE,1,81.7,1,1,1
347,apartment,apartment,1,41.88768825,-87.79474876,,109 N OAK PARK AVE,1,110.8,1,1,1
348,apartment,apartment,1,41.88745882,-87.79528643,,814 NORTH BLVD,0,34.0,1,1,1
349,apartment,apartment,1,41.88769416,-87.7969134,,110 N KENILWORTH AVE,0,224.8,0,1,1
350,apartment,apartment,1,41.89424912,-87.79433032,,434 N OAK PARK AVE,1,1294.7,1,1,1
351,apartment,apartment,1,41.89396103,-87.79434227,,428 N OAK PARK AVE,1,1190.6,1,1,1
352,apartment,apartment,1,41.89350066,-87.79430331,,414 N OAK PARK AVE,1,1027.9,1,1,1
353,apartment,apartment,1,41.8933809,-87.79430805,,410 N OAK PARK AVE,1,985.0,1,1,1
354,apartment,apartment,1,41.89319812,-87.7943001,,402 N OAK PARK AVE,1,920.6,1,1,1
355,apartment,apartment,1,41.89410624,-87.7852274,,427 N RIDGELAND AVE,1,89.2,1,1,1
356,apartment,apartment,1,41.89340127,-87.78514954,,405 N RIDGELAND AVE,1,346.1,1,1,1
357,apartment,apartment,1,41.89221802,-87.79420516,,316 N OAK PARK AVE 1,1,588.9,1,1,1
358,apartment,apartment,1,41.89209174,-87.79420336,,312 N OAK PARK AVE 2,1,547.3,1,1,1
359,apartment,apartment,1,41.89235199,-87.7924565,,320 N EUCLID AVE,0,922.0,0,0,0
360,apartment,apartment,1,41.89205337,-87.78927313,,308 N EAST AVE,0,1362.8,0,0,0
361,apartment,apartment,1,41.89206692,-87.78758136,,308 N SCOVILLE AVE,0,1035.0,0,0,0
362,apartment,apartment,1,41.89250204,-87.78683841,,321 N ELMWOOD AVE,0,790.5,0,0,0
363,apartment,apartment,1,41.89211745,-87.78522973,,309 N RIDGELAND AVE,1,811.3,1,1,1
364,apartment,apartment,1,41.8905299,-87.79356067,,716 ONTARIO ST,1,417.6,1,1,1
365,apartment,apartment,1,41.89074544,-87.7916128,,211 LINDEN AVE,0,682.8,0,0,0
366,apartment,apartment,1,41.89154487,-87.78672723,,233 N ELMWOOD AVE,0,1006.1,0,0,0
367,apartment,apartment,1,41.89154005,-87.78598407,,230 N ELMWOOD AVE 1 2,0,950.6,0,0,0
368,apartment,apartment,1,41.89125793,-87.78597383,,224 N ELMWOOD AVE,0,849.1,0,0,0
369,apartment,apartment,1,41.89088243,-87.78596162,,210 N ELMWOOD AVE,1,714.5,1,1,1
370,apartment,apartment,1,41.89052055,-87.78593284,,422 ONTARIO ST,0,584.6,0,0,0
371,apartment,apartment,1,41.89115112,-87.78518896,,221 N RIDGELAND AVE,1,797.3,1,1,1
372,apartment,apartment,1,41.88926822,-87.79231872,,154 N EUCLID AVE,0,257.2,0,1,1
373,apartment,apartment,1,41.88915801,-87.79231145,,152 N EUCLID AVE,0,265.6,0,1,1
374,apartment,apartment,1,41.88905497,-87.78588032,,144 N ELMWOOD AVE 1,1,136.4,1,1,1
375,apartment,apartment,1,41.88892039,-87.78601026,,134 N ELMWOOD AVE,0,168.5,1,1,1
376,apartment,apartment,1,41.88866429,-87.78615082,,422 LAKE ST,1,233.3,1,1,1
377,apartment,apartment,1,41.88848195,-87.78493326,,400 LAKE ST,1,64.9,1,1,1
378,apartment,apartment,1,41.89020266,-87.78515902,,179 N RIDGELAND AVE,1,454.5,1,1,1
379,apartment,apartment,1,41.88799445,-87.79432997,,136 N OAK PARK AVE,1,81.3,1,1,1
380,apartment,apartment,1,41.88803089,-87.79203133,,675 LAKE ST,1,201.5,1,1,1
381,apartment,apartment,1,41.88627232,-87.80442126,,1133 SOUTH BLVD,1,278.1,1,1,1
382,apartment,apartment,1,41.886166,-87.80433521,,111 S MAPLE AVE 1,0,258.7,0,1,1
383,apartment,apartment,1,41.88574585,-87.80434433,,125 S MAPLE AVE,0,215.1,0,1,1
384,apartment,apartment,1,41.8855549,-87.8043394,,1136 PLEASANT ST,0,213.5,0,1,1
385,apartment,apartment,1,41.88612872,-87.80381255,,112 S MAPLE AVE,0,151.5,1,1,1
386,apartment,apartment,1,41.88592701,-87.80357951,,122 S MAPLE AVE,0,61.0,1,1,1
387,apartment,apartment,1,41.88635881,-87.80273579,,109 S MARION AVE,1,59.7,1,1,1
388,apartment,apartment,1,41.88656014,-87.80295287,,1107 SOUTH BLVD,1,144.0,1,1,1
389,apartment,apartment,1,41.88656675,-87.80318436,,1111 SOUTH BLVD,1,81.2,1,1,1
390,apartment,apartment,1,41.88595932,-87.80173669,,1034 PLEASANT ST,0,107.5,1,1,1
391,apartment,apartment,1,41.88595882,-87.80162907,,1032 PLEASANT ST,0,134.4,1,1,1
392,apartment,apartment,1,41.88595455,-87.80146064,,1028 PLEASANT ST,0,177.6,1,1,1
393,apartment,apartment,1,41.88592676,-87.80034502,,1000 PLEASANT ST,0,300.1,0,0,1
394,apartment,apartment,1,41.88596138,-87.80101498,,1018 PLEASANT ST,0,189.0,1,1,1
395,apartment,apartment,1,41.88657935,-87.79983838,,104 HOME AVE,1,366.9,1,1,1
396,apartment,apartment,1,41.88640021,-87.79982367,,110 HOME AVE,1,369.3,1,1,1
397,apartment,apartment,1,41.88631973,-87.79987424,,112 HOME AVE,1,358.8,1,1,1
398,apartment,apartment,1,41.88610893,-87.79965445,,118 HOME AVE 1,0,434.2,0,0,0
399,apartment,apartment,1,41.88657779,-87.79946908,,947 SOUTH BLVD,1,466.5,1,1,1
400,apartment,apartment,1,41.8865269,-87.79893482,,935 SOUTH BLVD,1,609.8,1,1,1
401,apartment,apartment,1,41.88673113,-87.7983401,,100 CLINTON AVE,1,474.3,1,1,1
402,apartment,apartment,1,41.88655047,-87.79831244,,108 CLINTON AVE,1,470.8,1,1,1
403,apartment,apartment,1,41.88644632,-87.79829062,,110 CLINTON AVE,1,471.4,1,1,1
404,apartment,apartment,1,41.88630592,-87.79828207,,112 CLINTON AVE,1,482.6,1,1,1
405,apartment,apartment,1,41.88558239,-87.79828487,,138 CLINTON AVE,0,618.2,0,0,0
406,apartment,apartment,1,41.88564508,-87.79795177,,916 PLEASANT ST,0,537.6,0,0,0
407,apartment,apartment,1,41.88632269,-87.79745773,,115 S KENILWORTH AVE,1,275.9,1,1,1
408,apartment,apartment,1,41.8858605,-87.79759861,,125 S KENILWORTH AVE,0,415.2,0,0,0
409,apartment,apartment,1,41.88618304,-87.79731304,,119 S KENILWORTH AVE,0,276.6,0,1,1
410,apartment,apartment,1,41.88606898,-87.79744786,,121 S KENILWORTH AVE,0,331.8,0,0,1
411,apartment,apartment,1,41.88600345,-87.7982846,,120 CLINTON AVE,0,528.0,0,0,0
412,apartment,apartment,1,41.88650514,-87.79681723,,106 S KENILWORTH AVE,0,99.3,1,1,1
413,apartment,apartment,1,41.88640428,-87.79680735,,110 S KENILWORTH AVE,0,128.9,1,1,1
414,apartment,apartment,1,41.88612818,-87.79678567,,118 S KENILWORTH AVE,0,221.6,0,1,1
415,apartment,apartment,1,41.88601689,-87.79678661,,122 S KENILWORTH AVE 2,0,261.2,0,1,1
416,apartment,apartment,1,41.88586105,-87.79676992,,126 S KENILWORTH AVE,0,316.2,0,0,1
417,apartment,apartment,1,41.88558954,-87.7967605,,134 S KENILWORTH AVE,0,413.8,0,0,0
418,apartment,apartment,1,41.88630746,-87.7960928,,113 S GROVE AVE 2,0,201.6,0,1,1
419,apartment,apartment,1,41.88612494,-87.79609433,,117 S GROVE AVE 2,0,254.7,0,1,1
420,apartment,apartment,1,41.88601366,-87.79609526,,121 S GROVE AVE,0,289.7,0,1,1
421,apartment,apartment,1,41.88575547,-87.79607344,,129 S GROVE AVE,0,377.7,0,0,1
422,apartment,apartment,1,41.88641803,-87.7954298,,110 S GROVE AVE 2,1,127.6,1,1,1
423,apartment,apartment,1,41.88629786,-87.79542481,,114 S GROVE AVE 1,0,168.9,1,1,1
424,apartment,apartment,1,41.88601733,-87.79540318,,120 S GROVE AVE 2,0,245.0,0,1,1
425,apartment,apartment,1,41.88575935,-87.79544731,,130 S GROVE AVE,0,316.2,0,0,1
426,apartment,apartment,1,41.88555915,-87.79545469,,134 S GROVE AVE,0,374.3,0,0,1
427,apartment,apartment,1,41.88607221,-87.79465185,,137 S OAK PARK AVE,1,119.3,1,1,1
428,apartment,apartment,1,41.88580642,-87.79462707,,171 S OAK PARK AVE,1,156.4,1,1,1
429,apartment,apartment,1,41.88548883,-87.79461351,,185 S OAK PARK AVE,1,239.7,1,1,1
430,apartment,apartment,1,41.88370821,-87.80425966,,245 S MAPLE AVE,0,708.4,0,0,0
431,apartment,apartment,1,41.88339165,-87.80423803,,201 N HARLEM AVE,1,804.5,1,1,1
432,apartment,apartment,1,41.88416639,-87.80368618,,230 S MAPLE AVE,0,485.3,0,0,0
433,apartment,apartment,1,41.88362396,-87.80369182,,250 S MAPLE AVE,0,666.0,0,0,0
434,apartment,apartment,1,41.88349966,-87.80372202,,254 S MAPLE AVE,0,711.3,0,0,0
435,apartment,apartment,1,41.8852134,-87.80264704,,1105 PLEASANT ST,0,67.0,1,1,1
436,apartment,apartment,1,41.88442689,-87.80286185,,227 S MARION ST,0,314.4,0,0,1
437,apartment,apartment,1,41.88561195,-87.80206216,,1033 PLEASANT ST,0,81.4,1,1,1
438,apartment,apartment,1,41.88510829,-87.80230383,,216 S MARION ST,0,39.5,1,1,1
439,apartment,apartment,1,41.88362022,-87.80217484,,258 S MARION ST,0,579.9,0,0,0
440,apartment,apartment,1,41.88344441,-87.80227188,,264 S MARION ST,0,642.1,0,0,0
441,apartment,apartment,1,41.88367158,-87.80119842,,1030 RANDOLPH ST,0,642.0,0,0,0
442,apartment,apartment,1,41.88349377,-87.80162817,,1034 RANDOLPH ST,0,654.7,0,0,0
443,apartment,apartment,1,41.88397157,-87.80219206,,244 S MARION ST,0,452.1,0,0,0
444,apartment,apartment,1,41.88480145,-87.79972948,,212 HOME AVE,0,722.5,0,0,0
445,apartment,apartment,1,41.88347337,-87.79973397,,252 HOME AVE,0,951.9,0,0,0
446,apartment,apartment,1,41.88464501,-87.79895478,,221 CLINTON AVE,0,896.5,0,0,0
447,apartment,apartment,1,41.88389119,-87.79895937,,241 CLINTON AVE,0,1039.5,0,0,0
448,apartment,apartment,1,41.88366744,-87.79893783,,247 CLINTON AVE,0,1084.5,0,0,0
449,apartment,apartment,1,41.88529015,-87.79834566,,202 CLINTON AVE,0,705.0,0,0,0
450,apartment,apartment,1,41.8852982,-87.79794025,,917 PLEASANT ST 2F,0,633.6,0,0,0
451,apartment,apartment,1,41.88438283,-87.79821594,,228 CLINTON AVE,0,957.8,0,0,0
452,apartment,apartment,1,41.88368476,-87.7982233,,248 CLINTON AVE,0,1189.9,0,0,0
453,apartment,apartment,1,41.88359741,-87.79822403,,250 CLINTON AVE,0,1219.6,0,0,0
454,apartment,apartment,1,41.88350304,-87.79822014,,254 CLINTON AVE,0,1251.3,0,0,0
455,apartment,apartment,1,41.88357459,-87.79789135,,916 RANDOLPH ST,0,1197.8,0,0,0
456,apartment,apartment,1,41.88533885,-87.79727475,,201 S KENILWORTH AVE,0,535.7,0,0,0
457,apartment,apartment,1,41.88502736,-87.79742658,,213 S KENILWORTH AVE,0,656.3,0,0,0
458,apartment,apartment,1,41.88477813,-87.79742867,,219 S KENILWORTH AVE,0,742.2,0,0,0
459,apartment,apartment,1,41.88441314,-87.79742003,,227 S KENILWORTH AVE,0,869.1,0,0,0
460,apartment,apartment,1,41.88369481,-87.79738406,,243 S KENILWORTH AVE,0,1121.7,0,0,0
461,apartment,apartment,1,41.88357033,-87.79740371,,247 S KENILWORTH AVE,0,1167.2,0,0,0
462,apartment,apartment,1,41.88440112,-87.79676445,,218 S KENILWORTH AVE,0,845.1,0,0,0
463,apartment,apartment,1,41.88427648,-87.7967475,,222 S KENILWORTH AVE,0,890.2,0,0,0
464,apartment,apartment,1,41.88416965,-87.79675439,,226 S KENILWORTH AVE,0,929.1,0,0,0
465,apartment,apartment,1,41.88408359,-87.79675481,,230 S KENILWORTH AVE,0,960.4,0,0,0
466,apartment,apartment,1,41.88382206,-87.79604197,,235 S GROVE AVE,0,959.3,0,0,0
467,apartment,apartment,1,41.884242,-87.79604444,,223 S GROVE AVE,0,834.5,0,0,0
468,apartment,apartment,1,41.88411962,-87.7960419,,227 S GROVE AVE,0,869.6,0,0,0
469,apartment,apartment,1,41.8840016,-87.79540248,,230 S GROVE AVE,0,819.2,0,0,0
470,apartment,apartment,1,41.88370323,-87.7953753,,238 S GROVE AVE,0,916.5,0,0,0
471,apartment,apartment,1,41.88458096,-87.79473548,,215 S OAK PARK AVE,1,557.8,1,1,1
472,apartment,apartment,1,41.88448746,-87.79473027,,217 S OAK PARK AVE 2ND,1,590.2,1,1,1
473,apartment,apartment,1,41.88439846,-87.79471903,,221 S OAK PARK AVE 2,1,620.7,1,1,1
474,apartment,apartment,1,41.88430872,-87.79471522,,223 S OAK PARK AVE,1,652.2,1,1,1
475,apartment,apartment,1,41.88422026,-87.79469684,,227 S OAK PARK AVE,1,682.4,1,1,1
476,apartment,apartment,1,41.88412238,-87.79470336,,229 S OAK PARK AVE,1,717.6,1,1,1
477,apartment,apartment,1,41.88402303,-87.79472218,,231 S OAK PARK AVE,1,754.1,1,1,1
478,apartment,apartment,1,41.8837246,-87.79468271,,237 S OAK PARK AVE,1,858.8,1,1,1
479,apartment,apartment,1,41.88497513,-87.79472369,,209 S OAK PARK AVE,1,421.0,1,1,1
480,apartment,apartment,1,41.88240335,-87.8043577,,321 S MAPLE AVE,0,681.1,0,0,0
481,apartment,apartment,1,41.88228619,-87.80424288,,325 S MAPLE AVE,0,638.5,0,0,0
482,apartment,apartment,1,41.8821513,-87.80424399,,329 S MAPLE AVE,0,589.4,0,0,0
483,apartment,apartment,1,41.88202874,-87.80420398,,333 S MAPLE AVE 1,0,545.2,0,0,0
484,apartment,apartment,1,41.88270325,-87.80424367,,313 S MAPLE AVE,0,790.2,0,0,0
485,apartment,apartment,1,41.88262804,-87.80426109,,315 S MAPLE AVE,0,762.8,0,0,0
486,apartment,apartment,1,41.88256117,-87.80357387,,316 S MAPLE AVE,0,764.3,0,0,0
487,apartment,apartment,1,41.88312919,-87.80278643,,301 WISCONSIN AVE,0,764.9,0,0,0
488,apartment,apartment,1,41.88299584,-87.80278754,,305 WISCONSIN AVE,0,813.0,0,0,0
489,apartment,apartment,1,41.88287685,-87.80281638,,309 WISCONSIN AVE,0,857.0,0,0,0
490,apartment,apartment,1,41.88244669,-87.8027264,,321 WISCONSIN AVE,0,817.2,0,0,0
491,apartment,apartment,1,41.88218213,-87.80277778,,329 WISCONSIN AVE,0,728.9,0,0,0
492,apartment,apartment,1,41.88174901,-87.80275855,,1116 WASHINGTON BLVD,0,609.2,0,0,0
493,apartment,apartment,1,41.88223483,-87.80367134,,324 S MAPLE AVE,0,642.8,0,0,0
494,apartment,apartment,1,41.88292559,-87.80358346,,300 S MAPLE AVE,0,892.5,0,0,0
495,apartment,apartment,1,41.88295554,-87.80210422,,302 WISCONSIN AVE 1,0,822.5,0,0,0
496,apartment,apartment,1,41.88287078,-87.80209584,,308 WISCONSIN AVE,0,853.5,0,0,0
497,apartment,apartment,1,41.88249692,-87.80201243,,320 WISCONSIN AVE,0,946.8,0,0,0
498,apartment,apartment,1,41.88215911,-87.80200837,,328 WISCONSIN AVE,0,858.5,0,0,0
499,apartment,apartment,1,41.88179582,-87.80145868,,1032 WASHINGTON BLVD,0,773.8,0,0,0
500,apartment,apartment,1,41.88164018,-87.80122388,,1026 WASHINGTON BLVD,0,748.2,0,0,0
501,apartment,apartment,1,41.88290094,-87.80041808,,309 HOME AVE,0,991.3,0,0,0
502,apartment,apartment,1,41.88233863,-87.80040291,,325 HOME AVE,0,1024.5,0,0,0
503,apartment,apartment,1,41.88218292,-87.8003787,,327 HOME AVE,0,968.2,0,0,0
504,apartment,apartment,1,41.88314882,-87.80036923,,301 HOME AVE,0,923.8,0,0,0
505,apartment,apartment,1,41.88302243,-87.80209848,,300 WISCONSIN AVE,0,798.4,0,0,0
506,apartment,apartment,1,41.88301468,-87.79966856,,306 HOME AVE,0,1081.8,0,0,0
507,apartment,apartment,1,41.88260508,-87.79966141,,316 HOME AVE 1,0,1079.3,0,0,0
508,apartment,apartment,1,41.88248768,-87.79967939,,320 HOME AVE,0,1044.2,0,0,0
509,apartment,apartment,1,41.88319997,-87.79968573,,300 HOME AVE,0,1029.8,0,0,0
510,apartment,apartment,1,41.88309861,-87.7996819,,304 HOME AVE,0,1057.0,0,0,0
511,apartment,apartment,1,41.88320951,-87.79822064,,300 CLINTON AVE,0,1178.0,0,0,0
512,apartment,apartment,1,41.88293339,-87.7982089,,308 CLINTON AVE,0,1077.7,0,0,0
513,apartment,apartment,1,41.8830822,-87.79676645,,304 S KENILWORTH AVE,0,1143.5,0,0,0
514,apartment,apartment,1,41.88292253,-87.79669306,,310 S KENILWORTH AVE,0,1084.3,0,0,0
515,apartment,apartment,1,41.88259449,-87.79597801,,321 S GROVE AVE,0,969.5,0,0,0
516,apartment,apartment,1,41.88230324,-87.79602003,,325 S GROVE AVE,0,862.8,0,0,0
517,apartment,apartment,1,41.88179555,-87.79590527,,832 WASHINGTON BLVD,0,685.2,0,0,0
518,apartment,apartment,1,41.88301945,-87.79536229,,308 S GROVE AVE,1,1124.4,1,1,1
519,apartment,apartment,1,41.88275409,-87.79535465,,316 S GROVE AVE,0,1029.1,0,0,0
520,apartment,apartment,1,41.88304965,-87.79489929,,305 S OAK PARK AVE,1,1111.0,1,1,1
521,apartment,apartment,1,41.88276297,-87.79470955,,317 S OAK PARK AVE,1,1013.0,1,1,1
522,apartment,apartment,1,41.88263374,-87.79468095,,321 S OAK PARK AVE,1,965.8,1,1,1
523,apartment,apartment,1,41.88250115,-87.79472644,,325 S OAK PARK AVE 1,1,917.8,1,1,1
524,apartment,apartment,1,41.88127519,-87.804587,,97 N HARLEM AVE,1,281.0,1,1,1
525,apartment,apartment,1,41.88124033,-87.8031952,,400 S MAPLE AVE,0,395.5,0,0,1
526,apartment,apartment,1,41.88010943,-87.80357337,,436 S MAPLE AVE,1,123.7,1,1,1
527,apartment,apartment,1,41.88122265,-87.80299494,,1113 WASHINGTON BLVD,0,434.4,0,0,0
528,apartment,apartment,1,41.88018516,-87.80263307,,433 WISCONSIN AVE,1,140.9,1,1,1
529,apartment,apartment,1,41.87981007,-87.8031118,,1116 MADISON ST,1,64.0,1,1,1
530,apartment,apartment,1,41.87980971,-87.80303485,,1114 MADISON ST,1,84.8,1,1,1
531,apartment,apartment,1,41.87979796,-87.80293815,,1112 MADISON ST,1,111.2,1,1,1
532,apartment,apartment,1,41.88073246,-87.80352486,,414 S MAPLE AVE,0,223.0,0,1,1
533,apartment,apartment,1,41.8805764,-87.80344474,,420 S MAPLE AVE,0,233.1,0,1,1
534,apartment,apartment,1,41.8812422,-87.80184572,,1035 WASHINGTON BLVD,0,548.6,0,0,0
535,apartment,apartment,1,41.8798665,-87.8001289,,1000 MADISON ST,1,171.8,1,1,1
536,apartment,apartment,1,41.88134186,-87.79873188,,945 WASHINGTON AVE,0,555.1,0,0,0
537,apartment,apartment,1,41.88107563,-87.79887794,,945 WASHINGTON AVE,0,494.0,0,0,0
538,apartment,apartment,1,41.88083833,-87.7988085,,417 CLINTON AVE,0,415.2,0,0,0
539,apartment,apartment,1,41.88012831,-87.79873744,,437 CLINTON AVE,1,263.0,1,1,1
540,apartment,apartment,1,41.88027069,-87.79811319,,432 CLINTON AVE,1,135.6,1,1,1
541,apartment,apartment,1,41.88137691,-87.79747834,,403 S KENILWORTH AVE,0,511.8,0,0,0
542,apartment,apartment,1,41.88113119,-87.79729921,,409 S KENILWORTH AVE,0,435.9,0,0,0
543,apartment,apartment,1,41.88056949,-87.7972458,,425 S KENILWORTH AVE,0,256.7,0,1,1
544,apartment,apartment,1,41.88005645,-87.79749235,,900 MADISON ST,1,67.4,1,1,1
545,apartment,apartment,1,41.8811819,-87.79678752,,853 WASHINGTON BLVD,0,456.0,0,0,0
546,apartment,apartment,1,41.88089375,-87.79669298,,414 S KENILWORTH AVE,0,348.4,0,0,1
547,apartment,apartment,1,41.88089322,-87.79589374,,417 S GROVE AVE,0,370.0,0,0,1
548,apartment,apartment,1,41.88038344,-87.79578631,,435 S GROVE AVE,0,214.5,0,1,1
549,apartment,apartment,1,41.87994725,-87.79659998,,850 MADISON ST,1,25.4,1,1,1
550,apartment,apartment,1,41.87997517,-87.79627388,,844 MADISON ST,1,36.0,1,1,1
551,apartment,apartment,1,41.88104527,-87.79531128,,412 S GROVE AVE 1,0,408.1,0,0,0
552,apartment,apartment,1,41.8810693,-87.79464372,,413 S OAK PARK AVE,1,396.2,1,1,1
553,apartment,apartment,1,41.88099674,-87.79454057,,417 S OAK PARK AVE,1,370.3,1,1,1
554,apartment,apartment,1,41.88080959,-87.79468734,,421 S OAK PARK AVE,1,302.2,1,1,1
555,apartment,apartment,1,41.88669608,-87.79386277,,721 SOUTH BLVD,1,101.1,1,1,1
556,apartment,apartment,1,41.88592217,-87.79315854,,123 S EUCLID AVE,0,273.4,0,1,1
557,apartment,apartment,1,41.88576406,-87.79347876,,129 S EUCLID AVE,1,210.3,1,1,1
