pin,class,lat,lon,address
16081200330000,211,41.88861596,-87.78021741,131 N LOMBARD AVE 1
16081210010000,211,41.89029874,-87.77947191,178 N LOMBARD AVE 1
16081210170000,211,41.88975872,-87.77868557,163 N TAYLOR AVE
16081210510000,211,41.88825536,-87.77844414,119 N TAYLOR AVE
16081210530000,211,41.88908071,-87.77863311,143 N TAYLOR AVE
16081210550000,211,41.88846967,-87.77888878,114 LAKE ST
16081220140000,211,41.89018676,-87.77705679,175 N HUMPHREY AVE
16081220190000,211,41.88949524,-87.77702634,155 N HUMPHREY AVE 1
16081220200000,211,41.88936455,-87.77702019,151 N HUMPHREY AVE
16081220300000,211,41.8883536,-87.7773338,50 LAKE ST
16081220310000,212,41.88835307,-87.77722348,48 LAKE ST
16081220330000,318,41.888404,-87.77680383,38 LAKE ST
16081220340000,211,41.88834174,-87.77760751,56 LAKE ST
16081220360000,211,41.88834431,-87.77745744,54 LAKE ST
16081230010000,211,41.89029701,-87.7762649,176 N HUMPHREY AVE
16081230060000,315,41.88979051,-87.7762071,162 N HUMPHREY AVE
16081230100000,315,41.88900893,-87.77616612,130 N HUMPHREY AVE
16081230110000,315,41.89037691,-87.77524447,480 N AUSTIN BLVD
16081230150000,315,41.88934301,-87.77539146,450 N AUSTIN BLVD
16081230160000,315,41.88908162,-87.77556221,440 N AUSTIN BLVD
16081230170000,315,41.8888383,-87.77521317,432 N AUSTIN BLVD
16081230200000,212,41.88822431,-87.77597349,18 LAKE ST
16081230280000,315,41.88950104,-87.7762192,146 N HUMPHREY AVE
16081230290000,315,41.88985622,-87.77533601,466 N AUSTIN BLVD
16081260030000,391,41.8878043,-87.78042327,101 N LOMBARD AVE
16081260040000,391,41.88799044,-87.78030509,201 LAKE ST
16083000060000,211,41.88677713,-87.7835866,309 SOUTH BLVD
16083010020000,318,41.88676069,-87.78167571,101 S HARVEY AVE
16083010240000,315,41.8858492,-87.7817309,133 S HARVEY AVE
16083010250000,315,41.88591681,-87.78172959,127 S HARVEY AVE
16083020010000,318,41.88676472,-87.78118993,225 SOUTH BLVD
16083020110000,315,41.88566205,-87.78118095,136 S HARVEY AVE
16083020120000,315,41.88537947,-87.78065383,228 PLEASANT ST
16083020280000,211,41.88623758,-87.78000316,117 S LOMBARD AVE
16083030030000,315,41.88662298,-87.77904669,117 SOUTH BLVD
16083030050000,211,41.88634072,-87.77937852,118 S LOMBARD AVE
16083030070000,211,41.88612092,-87.77940239,124 S LOMBARD AVE
16083030080000,211,41.88600589,-87.77937262,128 S LOMBARD AVE 1ST
16083030100000,211,41.88580563,-87.77936556,134 S LOMBARD AVE
16083030290000,211,41.88682992,-87.77847993,105 S TAYLOR AVE
16083040010000,211,41.88692681,-87.77771631,102 S TAYLOR AVE
16083040030000,211,41.88672676,-87.77775321,106 S TAYLOR AVE
16083040040000,211,41.88661517,-87.77775417,112 S TAYLOR AVE
16083040050000,211,41.8864642,-87.77775988,114 S TAYLOR AVE
16083040070000,211,41.88625079,-87.77774854,120 S TAYLOR AVE
16083040130000,211,41.88558764,-87.77772791,140 S TAYLOR AVE
16083040150000,315,41.88690948,-87.7769118,49 SOUTH BLVD
16083040160000,315,41.88690075,-87.77669213,37 SOUTH BLVD
16083050010000,211,41.88691074,-87.77615174,102 S HUMPHREY AVE
16083050100000,211,41.88623259,-87.77611807,120 S HUMPHREY AVE
16083050130000,211,41.88580249,-87.77609543,132 S HUMPHREY AVE 1
16083050150000,211,41.88552662,-87.77606706,140 S HUMPHREY AVE 1
16083050210000,315,41.88575406,-87.77515529,312 N AUSTIN BLVD
16083050230000,315,41.88549665,-87.77546328,302 N AUSTIN BLVD
16083080100000,315,41.88508514,-87.78007396,201 S LOMBARD AVE
16083090020000,211,41.88471857,-87.77933373,214 S LOMBARD AVE
16083090030000,211,41.88460547,-87.77932766,216 S LOMBARD AVE
16083090080000,211,41.88515797,-87.77847447,201 S TAYLOR AVE
16083090090000,211,41.88495108,-87.77845429,209 S TAYLOR AVE
16083090140000,211,41.88438573,-87.77842593,225 S TAYLOR AVE
16083100040000,211,41.88485313,-87.7776979,210 S TAYLOR AVE
16083100050000,211,41.884727,-87.77771135,214 S TAYLOR AVE
16083100080000,211,41.88439027,-87.77768257,222 S TAYLOR AVE
16083110090000,315,41.88518468,-87.77520764,234 N AUSTIN BLVD
16083110100000,211,41.88505407,-87.77516405,230 N AUSTIN BLVD
16083110120000,211,41.88484083,-87.77518789,224 N AUSTIN BLVD
16083110130000,211,41.88474227,-87.77517116,220 N AUSTIN BLVD
16083110150000,315,41.884378,-87.77521443,208 N AUSTIN BLVD
16083120010000,211,41.88332563,-87.78423426,300 S RIDGELAND AVE 1ST
16083120090000,211,41.88236104,-87.78422172,328 S RIDGELAND AVE
16083120100000,211,41.88225778,-87.7842226,332 S RIDGELAND AVE 1
16083120200000,315,41.88208623,-87.78401365,320 WASHINGTON BLVD
16083120210000,211,41.88199082,-87.78379856,316 WASHINGTON BLVD
16083120220000,315,41.88205424,-87.78333889,300 WASHINGTON BLVD
16083130100000,211,41.88230985,-87.78244876,332 S CUYLER AVE
16083130230000,211,41.88249485,-87.78164393,337 S HARVEY AVE
16083130240000,211,41.8824022,-87.78164473,339 S HARVEY AVE
16083130250000,211,41.88232391,-87.781655,343 S HARVEY AVE
16083130260000,211,41.88195519,-87.78272871,264 WASHINGTON BLVD
16083130270000,211,41.88199325,-87.78254363,260 WASHINGTON BLVD
16083130280000,211,41.88199249,-87.78238624,258 WASHINGTON BLVD
16083130290000,211,41.88201672,-87.78224273,256 WASHINGTON BLVD 1
16083130300000,211,41.88201982,-87.78213777,252 WASHINGTON BLVD
16083130310000,315,41.88206047,-87.78200573,238 WASHINGTON BLVD
16083140110000,211,41.88328165,-87.7809347,312 S HARVEY AVE
16083140200000,315,41.88196605,-87.78106795,230 WASHINGTON BLVD
16083150040000,211,41.88351215,-87.77935086,310 S LOMBARD AVE 2ND
16083150210000,211,41.88302306,-87.77842799,323 S TAYLOR AVE
16083150230000,211,41.88283782,-87.77845527,331 S TAYLOR AVE
16083150260000,315,41.8822649,-87.77918148,130 WASHINGTON BLVD
16083150280000,211,41.88232574,-87.77885088,116 WASHINGTON BLVD
16083150290000,211,41.88232506,-87.77870966,114 WASHINGTON BLVD
16083150300000,211,41.88232433,-87.77855988,110 WASHINGTON BLVD
16083150310000,211,41.88233656,-87.77844421,106 WASHINGTON BLVD 1
16083150350000,315,41.88226589,-87.77820509,102 W WASHINGTON BLVD
16083160220000,211,41.88232458,-87.77776821,64 WASHINGTON BLVD
16083160230000,315,41.88233067,-87.77762972,60 WASHINGTON BLVD
16083160270000,211,41.8823246,-87.7771134,48 WASHINGTON BLVD 2
16083160280000,211,41.88233031,-87.77697212,46 WASHINGTON BLVD
16083170130000,211,41.88359592,-87.7751169,142 N AUSTIN BLVD 2
16083170190000,315,41.88232791,-87.77583404,24 WASHINGTON BLVD
16083170220000,315,41.88243841,-87.77526638,10 WASHINGTON BLVD
16083180030000,318,41.88013813,-87.78418168,436 S RIDGELAND AVE
16083180060000,212,41.88014812,-87.78356219,314 MADISON ST
16083180070000,212,41.88014983,-87.78345114,312 MADISON ST
16083180080000,318,41.88015243,-87.78326288,308 MADISON ST
16083180090000,315,41.88015429,-87.78315701,300 MADISON ST
16083190010000,391,41.8814774,-87.78258121,261 WASHINGTON BLVD
16083190120000,315,41.88118644,-87.7816258,415 S HARVEY AVE
16083190270000,315,41.88101411,-87.78161437,421 S HARVEY AVE
16083200010000,315,41.88135181,-87.78090001,221 WASHINGTON BLVD
16083200020000,315,41.8814406,-87.78030614,213 WASHINGTON BLVD
16083200040000,211,41.88117428,-87.78094306,414 S HARVEY AVE
16083200090000,211,41.88064412,-87.78084998,428 S HARVEY AVE
16083200130000,314,41.88087722,-87.77994372,421 S LOMBARD AVE
16083210020000,211,41.88177912,-87.77902339,117 WASHINGTON BLVD
16083210040000,211,41.88177686,-87.77860987,111 WASHINGTON BLVD
16083210060000,315,41.8818473,-87.77819212,103 WASHINGTON BLVD
16083210070000,211,41.8814016,-87.77925788,414 S LOMBARD AVE 1ST
16083210080000,211,41.88129531,-87.77926328,416 S LOMBARD AVE
16083210090000,211,41.88120734,-87.77926623,418 S LOMBARD AVE
16083210150000,315,41.88145776,-87.77825625,415 S TAYLOR AVE
16083210200000,318,41.88041781,-87.77937701,132 MADISON ST
16083210240000,212,41.88030994,-87.77860845,114 MADISON ST
16083220050000,211,41.8817772,-87.77725829,51 WASHINGTON BLVD
16083220060000,211,41.88182076,-87.77712307,47 WASHINGTON BLVD
16083220140000,315,41.88096309,-87.77768674,426 S TAYLOR AVE
16083220190000,211,41.88136133,-87.77669051,419 S HUMPHREY AVE
16083220230000,211,41.8809556,-87.77672827,429 S HUMPHREY AVE
16083220280000,212,41.88031113,-87.77745821,58 MADISON ST
16083220290000,212,41.88027234,-87.77736867,56 MADISON ST
16083230040000,211,41.88137997,-87.77593403,418 S HUMPHREY AVE
16083230060000,211,41.88111466,-87.77592777,426 S HUMPHREY AVE
16083230070000,211,41.88100155,-87.77600646,428 S HUMPHREY AVE
16083230140000,315,41.88092132,-87.77529248,16 N AUSTIN BLVD
16083230170000,212,41.88026849,-87.77590004,26 MADISON ST
16083230210000,212,41.8803356,-87.77525508,12 MADISON ST
16083230220000,212,41.88027869,-87.77518429,8 MADISON ST
16083230230000,212,41.88033475,-87.77507963,6 MADISON ST
16083230240000,212,41.88028219,-87.77499119,4 MADISON ST
16171000050000,211,41.87939073,-87.78411735,510 S RIDGELAND AVE 1
16171000060000,211,41.87929121,-87.7841233,512 S RIDGELAND AVE
16171000070000,211,41.87919149,-87.78410917,516 S RIDGELAND AVE
16171000080000,211,41.87908829,-87.78411994,518 S RIDGELAND AVE
16171000090000,211,41.87899975,-87.7841207,522 S RIDGELAND AVE
16171000100000,211,41.87890384,-87.78412662,524 S RIDGELAND AVE
16171000110000,211,41.87880411,-87.78411249,528 S RIDGELAND AVE 1
16171000120000,211,41.87871927,-87.78410842,530 S RIDGELAND AVE
16171000130000,211,41.87863804,-87.78410911,532 S RIDGELAND AVE
16171000140000,211,41.87853099,-87.78409024,536 S RIDGELAND AVE
16171000150000,211,41.87842401,-87.78408606,538 S RIDGELAND AVE
16171000160000,211,41.87833918,-87.78408679,540 S RIDGELAND AVE
16171000170000,211,41.87820593,-87.78420223,542 S RIDGELAND AVE 1
16171000180000,315,41.87911296,-87.78349491,511 S CUYLER AVE
16171000190000,211,41.87898939,-87.78350324,523 S CUYLER AVE
16171000200000,211,41.87889344,-87.78350406,525 S CUYLER AVE 1
16171000210000,211,41.87880121,-87.78350485,527 S CUYLER AVE 1
16171000230000,211,41.87861673,-87.78350644,533 S CUYLER AVE
16171000240000,211,41.87851709,-87.7834875,537 S CUYLER AVE 1
16171000250000,211,41.87842856,-87.78348826,539 S CUYLER AVE 1ST
16171000260000,211,41.87832881,-87.78346933,543 S CUYLER AVE
16171000270000,211,41.87822176,-87.78345046,545 S CUYLER AVE
16171010010000,318,41.87953611,-87.78300585,321 MADISON ST
16171010030000,212,41.87971867,-87.78247908,309 MADISON ST
16171010070000,211,41.87943648,-87.78293293,510 S CUYLER AVE
16171010350000,211,41.87841114,-87.78223035,541 S HIGHLAND AVE 1
16171020180000,211,41.87872865,-87.78173093,530 S HIGHLAND AVE
16171020320000,211,41.87876327,-87.78101839,531 S HARVEY AVE
16171020330000,211,41.87869687,-87.78101896,535 S HARVEY AVE
16171030260000,211,41.87943901,-87.77995549,511 S LOMBARD AVE
16171030340000,211,41.87877853,-87.77986582,531 S LOMBARD AVE
16171030350000,211,41.87865309,-87.77987679,535 S LOMBARD AVE
16171050100000,211,41.87903822,-87.77802176,522 S TAYLOR AVE
16171050350000,318,41.87981183,-87.77747681,501 S LYMAN AVE
16171060020000,315,41.87975542,-87.77678766,504 S LYMAN AVE
16171060160000,211,41.87834171,-87.77675135,544 S LYMAN AVE
16171070200000,211,41.87952919,-87.77496493,12 S AUSTIN BLVD
16171070210000,211,41.87943577,-87.77499358,16 S AUSTIN BLVD
16171070220000,211,41.87933136,-87.77503508,18 S AUSTIN BLVD 1
16171070240000,211,41.8791756,-87.77498394,22 S AUSTIN BLVD
16171070250000,211,41.87908848,-87.77497224,26 S AUSTIN BLVD
16171070290000,211,41.87875577,-87.77496585,108 S AUSTIN BLVD
16171070300000,211,41.87866916,-87.77497125,110 S AUSTIN BLVD
16171070310000,211,41.8785997,-87.77493937,112 S AUSTIN BLVD
16171070320000,211,41.87851649,-87.77493082,114 S AUSTIN BLVD 1
16171070330000,315,41.87836958,-87.77514493,120 S AUSTIN BLVD
16171090220000,211,41.87798419,-87.7821606,601 S HIGHLAND AVE
16171090290000,211,41.87738751,-87.78218252,617 S HIGHLAND AVE
16171090300000,211,41.87729074,-87.78218335,621 S HIGHLAND AVE 1
16171100010000,211,41.87800207,-87.78173704,600 S HIGHLAND AVE
16171100070000,211,41.87745569,-87.7816377,616 S HIGHLAND AVE
16171100110000,211,41.87710681,-87.78161792,626 S HIGHLAND AVE
16171100130000,211,41.87687772,-87.78172113,634 S HIGHLAND AVE
16171100180000,211,41.87645953,-87.78162918,648 S HIGHLAND AVE
16171100410000,211,41.87675374,-87.78162665,636 S HIGHLAND AVE
16171110050000,211,41.87759025,-87.78049104,612 S HARVEY AVE
16171110260000,211,41.87748556,-87.77981857,617 S LOMBARD AVE
16171120010000,211,41.87801255,-87.77920483,600 S LOMBARD AVE
16171120160000,211,41.87659372,-87.77913514,642 S LOMBARD AVE
16171120170000,211,41.87650862,-87.77919746,644 S LOMBARD AVE
16171130150000,211,41.87682424,-87.77794164,636 S TAYLOR AVE
16171130170000,211,41.87660476,-87.77791292,644 S TAYLOR AVE 1
16171130180000,211,41.87651759,-87.77791368,648 S TAYLOR AVE 1
16171150170000,211,41.87811318,-87.77492682,128 S AUSTIN BLVD
16171150180000,211,41.87803351,-87.77493215,130 S AUSTIN BLVD
16171150190000,211,41.87797571,-87.77484474,132 S AUSTIN BLVD
16171150200000,211,41.87787062,-87.77492893,136 S AUSTIN BLVD
16171150210000,211,41.87779447,-87.77494815,138 S AUSTIN BLVD 1
16171150220000,211,41.87770445,-87.77496286,140 S AUSTIN BLVD
16171150230000,211,41.87760382,-87.7749359,142 S AUSTIN BLVD 1
16171150240000,211,41.8774983,-87.77491914,204 S AUSTIN BLVD 2
16171150250000,211,41.87737493,-87.77494615,208 S AUSTIN BLVD
16171150280000,211,41.87698967,-87.77489439,220 S AUSTIN BLVD
16171170180000,211,41.87527059,-87.78214333,727 S HIGHLAND AVE
16171170190000,211,41.875183,-87.7821258,729 S HIGHLAND AVE
16171170260000,211,41.87460774,-87.78277982,744 S CUYLER AVE
16171180060000,211,41.87585107,-87.78163102,710 S HIGHLAND AVE
16171180080000,211,41.8756993,-87.781588,714 S HIGHLAND AVE
16171180170000,211,41.87496297,-87.78160874,736 S HIGHLAND AVE
16171180270000,211,41.87571912,-87.78091335,717 S HARVEY AVE
16171180280000,211,41.87552155,-87.78090936,721 S HARVEY AVE
16171190030000,211,41.87597061,-87.78037908,710 S HARVEY AVE
16171210060000,211,41.87573133,-87.77795339,716 S TAYLOR AVE
16171220050000,211,41.87586527,-87.77664309,712 S LYMAN AVE
16171230090000,211,41.8755001,-87.77542523,724 S HUMPHREY AVE 1
16171230180000,211,41.87626059,-87.77482627,300 S AUSTIN BLVD
16171230190000,211,41.87611518,-87.7748016,306 S AUSTIN BLVD
16171230200000,211,41.87599121,-87.77481579,310 S AUSTIN BLVD
16171230210000,211,41.87587251,-87.77476274,314 S AUSTIN BLVD
16171230220000,211,41.87569549,-87.7747583,318 S AUSTIN BLVD
16171230230000,211,41.87561079,-87.77476584,322 S AUSTIN BLVD
16171230240000,315,41.87544076,-87.77475417,326 S AUSTIN BLVD
16171230250000,315,41.87471748,-87.77483087,336 S AUSTIN BLVD
16171240030000,211,41.87413037,-87.78404539,806 S RIDGELAND AVE
16171240290000,318,41.87275382,-87.78385806,350 HARRISON ST
16171240330000,212,41.87276263,-87.78337322,334 HARRISON ST
16171250160000,211,41.87286431,-87.78271907,842 S CUYLER AVE 12
16171250180000,211,41.87435784,-87.78213221,801 S HIGHLAND AVE
16171260190000,211,41.87279801,-87.7815352,844 S HIGHLAND AVE
16171260210000,211,41.87422576,-87.78086733,805 S HARVEY AVE
16171260260000,211,41.87375072,-87.78086003,819 S HARVEY AVE
16171270020000,211,41.87425523,-87.78028734,804 S HARVEY AVE
16171270180000,212,41.87279797,-87.78039689,226 HARRISON ST
16171270260000,211,41.87385784,-87.77970535,817 S LOMBARD AVE
16171270290000,211,41.87352732,-87.77966367,825 S LOMBARD AVE
16171270530000,212,41.8728187,-87.77990503,210 W HARRISON ST
16171280150000,212,41.87284855,-87.77905334,146 HARRISON ST
16171280160000,318,41.87283557,-87.7789682,144 HARRISON ST
16171280170000,318,41.8728852,-87.77878285,140 HARRISON ST
16171280260000,211,41.87366412,-87.77837097,821 S TAYLOR AVE
16171280350000,212,41.8728471,-87.77825673,126 HARRISON ST
16171290340000,211,41.87311882,-87.77713298,839 S LYMAN AVE
16171290350000,211,41.87302422,-87.77712997,841 S LYMAN AVE
16171290360000,211,41.87285241,-87.77734469,108 W HARRISON ST
16171290370000,318,41.87293535,-87.7770683,845 S LYMAN AVE
16171300160000,211,41.87289147,-87.77650743,40 HARRISON ST
16171310120000,315,41.87288428,-87.77535305,844 S HUMPHREY AVE
16171310130000,391,41.87446318,-87.77471403,404 S AUSTIN BLVD
16171310150000,314,41.87408721,-87.77469603,412 S AUSTIN BLVD
16171310170000,211,41.87382048,-87.77475719,420 S AUSTIN BLVD 01
16171310220000,315,41.87321337,-87.77473876,514 S AUSTIN BLVD
16173000070000,212,41.87247083,-87.78340677,331 HARRISON ST
16173000080000,318,41.87242807,-87.78321789,327 HARRISON ST
16173000310000,212,41.87252129,-87.7837301,339 HARRISON ST
16173000320000,212,41.87247172,-87.78359248,335 W HARRISON ST
16173010010000,318,41.87246826,-87.78284464,321 HARRISON ST
16173010020000,211,41.87251634,-87.78253056,315 HARRISON ST
16173010040000,313,41.87247995,-87.78229709,309 HARRISON ST
16173010050000,313,41.872513,-87.78225628,307 HARRISON ST
16173010060000,315,41.87237034,-87.78194288,301 HARRISON ST
16173020080000,315,41.87254086,-87.78092945,235 HARRISON ST
16173020090000,315,41.87255005,-87.78084346,231 HARRISON ST
16173020110000,318,41.87248436,-87.78059202,225 HARRISON ST
16173020200000,211,41.87194684,-87.78110275,238 FLOURNOY ST 1
16173020230000,211,41.87201222,-87.78071387,230 FLOURNOY ST 1
16173020240000,211,41.87199891,-87.78056767,226 FLOURNOY ST 1
16173020310000,212,41.87241286,-87.77955563,905 S LOMBARD AVE
16173020360000,211,41.87189196,-87.7797148,919 S LOMBARD AVE
16173020370000,211,41.87253918,-87.78150325,900 S HIGHLAND AVE
16173040010000,212,41.87258189,-87.77913141,149 HARRISON ST
16173040020000,211,41.87235278,-87.77913658,908 S LOMBARD AVE
16173040030000,212,41.87258548,-87.7788949,147 HARRISON ST 1E
16173040040000,212,41.87259034,-87.77880603,141 HARRISON ST
16173040050000,315,41.87237597,-87.77868802,137 HARRISON ST
16173040090000,211,41.87201614,-87.77908134,916 S LOMBARD AVE
16173050030000,211,41.87257922,-87.7776011,117 HARRISON ST
16173050040000,211,41.87257932,-87.77741557,111 HARRISON ST
16173050050000,315,41.87257973,-87.77723021,107 HARRISON ST 107B
16173050060000,315,41.87257963,-87.77700775,101 HARRISON ST
16173050330000,315,41.8725924,-87.77787613,900 TAYLOR
16173060010000,318,41.87263514,-87.77654665,45 HARRISON ST
16173060020000,315,41.87258804,-87.77622884,37 HARRISON ST
16173060030000,318,41.8726389,-87.77577806,27 HARRISON ST
16173070010000,318,41.8726141,-87.77532045,21 HARRISON ST
16173070030000,212,41.87262983,-87.77505098,11 HARRISON ST
16173070040000,212,41.87255808,-87.7749528,9 HARRISON ST 2S
16173070210000,315,41.87208318,-87.77470504,618 S AUSTIN BLVD
16173070220000,315,41.87186899,-87.7748299,632 S AUSTIN BLVD
16173110340000,211,41.86920679,-87.77953629,206 HARVARD ST
16173130050000,315,41.87033332,-87.77730759,111 GARFIELD ST
16173140010000,211,41.87036208,-87.77655215,47 GARFIELD ST
16173140030000,315,41.87022563,-87.77629503,41 GARFIELD ST
16173140040000,211,41.87033374,-87.77617958,39 GARFIELD ST
16173140050000,211,41.87040745,-87.77585227,1001 S HUMPHREY AVE
16173140060000,211,41.87032912,-87.77584933,1005 S HUMPHREY AVE
16173140070000,211,41.87023459,-87.77584654,1007 S HUMPHREY AVE
16173140080000,211,41.87014816,-87.77584368,1011 S HUMPHREY AVE 1
16173140200000,211,41.8699917,-87.7758125,1019 S HUMPHREY AVE
16173140230000,211,41.86971749,-87.77578201,1027 S HUMPHREY AVE
16173150010000,211,41.87035758,-87.77537807,1016 S HUMPHREY AVE
16173150020000,211,41.87037857,-87.77516195,17 GARFIELD ST 1E
16173150030000,211,41.87036381,-87.77498744,13 GARFIELD ST
16173150040000,211,41.87035352,-87.77485435,7 GARFIELD ST
16173150080000,211,41.8698502,-87.77523337,1022 S HUMPHREY AVE
16173150160000,315,41.86989847,-87.77474119,814 S AUSTIN BLVD
16173150170000,315,41.86961045,-87.77462041,822 S AUSTIN BLVD
16173150180000,315,41.86923481,-87.77460231,834 S AUSTIN BLVD
16173150200000,211,41.87003956,-87.77454713,810 S AUSTIN BLVD
16173170230000,211,41.868546,-87.78189245,1111 S HIGHLAND AVE
16173170340000,211,41.86765487,-87.78187745,1137 S HIGHLAND AVE
16173180170000,211,41.8675455,-87.78132402,1140 S HIGHLAND AVE
16173180380000,211,41.86745469,-87.78061883,1141 S HARVEY AVE 2
16173200010000,211,41.86892959,-87.7789011,1100 S LOMBARD AVE
16173200100000,211,41.86824336,-87.77883834,1120 S LOMBARD AVE
16173200110000,211,41.86817032,-87.77881367,1122 S LOMBARD AVE
16173200120000,211,41.86809741,-87.7788143,1124 S LOMBARD AVE
16173200130000,211,41.86802191,-87.77883664,1126 S LOMBARD AVE
16173200140000,211,41.86793278,-87.7788338,1130 S LOMBARD AVE
16173200150000,211,41.86784633,-87.77882732,1132 S LOMBARD AVE
16173200180000,211,41.86763021,-87.7788111,1138 S LOMBARD AVE 1
16173200260000,211,41.86851869,-87.7782539,1113 S TAYLOR AVE
16173200300000,211,41.86823765,-87.77821657,1121 S TAYLOR AVE
16173210310000,211,41.86819688,-87.77698007,1123 S LYMAN AVE
16173220250000,211,41.86842253,-87.77575148,1117 S HUMPHREY AVE 2
16173230160000,211,41.86772665,-87.77517419,1136 S HUMPHREY AVE
16173230260000,211,41.86859041,-87.77444609,914 S AUSTIN BLVD
16173230290000,211,41.86823395,-87.77443416,924 S AUSTIN BLVD
16173230320000,315,41.86785491,-87.77468496,1000 S AUSTIN BLVD
16173230330000,314,41.86762134,-87.77452626,1008 S AUSTIN BLVD
16173230340000,314,41.86755129,-87.77451535,1010 S AUSTIN BLVD
16173240350000,212,41.86544193,-87.78351421,6340 ROOSEVELT RD
16173240370000,212,41.86562707,-87.78320065,6332 ROOSEVELT RD
16173250440000,211,41.86605564,-87.78247047,1178 S CUYLER AVE
16173270040000,211,41.86685055,-87.78006791,1158 S HARVEY AVE
16173270290000,211,41.86627302,-87.77939044,1173 S LOMBARD AVE
16173270350000,212,41.86551684,-87.78000591,6222 ROOSEVELT RD
16173270360000,212,41.86553576,-87.77993052,6216 ROOSEVELT RD
16173270400000,212,41.86554856,-87.77930546,6200 ROOSEVELT RD
16173280330000,212,41.86562481,-87.77861517,6140 ROOSEVELT RD
16173280350000,318,41.86577075,-87.77795925,6126 ROOSEVELT RD
16173290220000,211,41.86668229,-87.77690603,1163 S LYMAN AVE
16173290240000,211,41.86644462,-87.77690086,1171 S LYMAN AVE
16173290300000,318,41.86557125,-87.77746367,6120 W ROOSEVELT RD
16173290310000,212,41.86557342,-87.77738285,6114 ROOSEVELT RD
16173290320000,212,41.86557021,-87.77727804,6112 ROOSEVELT RD
16173290330000,212,41.86558056,-87.77718396,6110 ROOSEVELT RD
16173290340000,212,41.86559897,-87.77708258,6108 ROOSEVELT RD
16173300010000,211,41.86705232,-87.77636139,1152 S LYMAN AVE 3
16173300170000,211,41.86697077,-87.77569329,1155 S HUMPHREY AVE
16173300210000,211,41.8666358,-87.77567089,1165 S HUMPHREY AVE
16173300260000,211,41.8661388,-87.77564991,1179 S HUMPHREY AVE
16173300310000,212,41.8656196,-87.776128,6040 ROOSEVELT RD
16173300350000,212,41.86564762,-87.77578071,6032 ROOSEVELT RD
16173300360000,212,41.86564711,-87.77567587,6030 ROOSEVELT RD
16173300370000,212,41.86561409,-87.77554963,6026 ROOSEVELT RD
16173300380000,211,41.8665333,-87.77569709,1167 S HUMPHREY AVE
16173310150000,211,41.86692107,-87.77448858,1028 S AUSTIN BLVD 1
16173310160000,211,41.86679469,-87.77447013,1032 S AUSTIN BLVD
16173310190000,211,41.86651907,-87.77443466,1106 S AUSTIN BLVD
16173310200000,211,41.86644615,-87.7744353,1108 S AUSTIN BLVD
16173310210000,211,41.86635502,-87.77444565,1110 S AUSTIN BLVD
16173310220000,211,41.8662371,-87.77435537,1114 S AUSTIN BLVD
16173310230000,315,41.86613241,-87.77445736,1126 S AUSTIN BLVD
16181000010000,212,41.87941751,-87.80453569,1147 MADISON ST
16181020010000,318,41.87935421,-87.80214802,1049 MADISON ST
16181030050000,212,41.87952253,-87.8004265,1011 MADISON ST
16181030060000,212,41.87952508,-87.80031872,1007 MADISON ST
16181030070000,212,41.87952912,-87.80010079,1001 MADISON ST
16181050010000,314,41.87954223,-87.79853589,500 MADISON ST
16181060130000,211,41.87916353,-87.79650368,515 CARPENTER AVE
16181080210000,211,41.87880738,-87.79452231,523 S OAK PARK AVE
16181080230000,211,41.87849031,-87.79455966,529 S OAK PARK AVE
16181090080000,315,41.87707109,-87.80406008,631 S MAPLE AVE
16181090090000,314,41.87692308,-87.80407114,633 S MAPLE AVE
16181090170000,211,41.87630402,-87.80403013,713 S MAPLE AVE
16181100180000,211,41.87723551,-87.80257232,625 WISCONSIN AVE
16181100190000,211,41.87709951,-87.80257344,629 WISCONSIN AVE
16181120100000,211,41.87714181,-87.80065658,630 WENONAH AVE
16181170040000,211,41.87752476,-87.79508353,608 S GROVE AVE
16181170140000,211,41.87779874,-87.79449846,601 S OAK PARK AVE
16181180020000,315,41.87649185,-87.80337529,706 S MAPLE AVE 1
16181190070000,211,41.87618721,-87.80191101,714 WISCONSIN AVE
16181190130000,211,41.8766777,-87.80133336,701 WENONAH AVE
16181240100000,315,41.8757317,-87.7960105,730 CARPENTER AVE
16181250030000,211,41.87568799,-87.79504566,708 S GROVE AVE
16181250040000,211,41.87556261,-87.79504671,716 S GROVE AVE
16181250100000,211,41.87473836,-87.79501496,738 S GROVE AVE
16181250170000,211,41.87555973,-87.79443431,713 S OAK PARK AVE
16181250190000,211,41.87529746,-87.79437716,721 S OAK PARK AVE
16181250200000,211,41.87516837,-87.79437825,725 S OAK PARK AVE
16181250240000,211,41.87459671,-87.79438962,741 S OAK PARK AVE
16181250250000,211,41.87445454,-87.79442628,745 S OAK PARK AVE
16181270050000,211,41.87480655,-87.80336562,812 S MAPLE AVE
16181270070000,211,41.87451722,-87.80335236,820 S MAPLE AVE
16181270080000,211,41.87439737,-87.80334162,822 S MAPLE AVE
16181270100000,211,41.87410216,-87.80332059,832 S MAPLE AVE 2N
16181280010000,211,41.87524539,-87.80187105,800 WISCONSIN AVE
16181290190000,211,41.87525283,-87.80002062,801 HOME AVE
16181320230000,211,41.87535229,-87.79634766,801 CARPENTER AVE
16181320250000,211,41.87507197,-87.79635,809 CARPENTER AVE
16181320300000,211,41.87451988,-87.79632235,825 CARPENTER AVE
