pin,class,lat,lon,address
16071050350000,211,41.89418269,-87.79533613,811 CHICAGO AVE
16071050360000,211,41.89419545,-87.79502157,435 N OAK PARK AVE
16071060120000,211,41.89283114,-87.80412567,325 N MAPLE AVE
16071060130000,211,41.89269735,-87.80412296,323 N MAPLE AVE
16071060230000,391,41.89233494,-87.80410716,315 N MAPLE AVE
16071060250000,212,41.89194408,-87.80456154,1140 ERIE ST
16071070040000,211,41.89254747,-87.8036842,314 N MAPLE AVE
16071070090000,211,41.89287629,-87.80327999,1111 SUPERIOR ST
16071070120000,211,41.89256446,-87.80308268,317 N MARION ST
16071070130000,211,41.89248188,-87.80307574,315 N MARION ST
16071070200000,211,41.89216301,-87.80305931,305 N MARION ST
16071080030000,211,41.89267958,-87.80254703,320 N MARION ST
16071080050000,315,41.89293813,-87.80212899,1035 SUPERIOR ST 10
16071080370000,211,41.8925833,-87.80254606,316 N MARION ST
16071090090000,211,41.89076817,-87.80468508,1142 ONTARIO ST
16071100040000,211,41.8916168,-87.80360176,1117 ERIE ST
16071100050000,315,41.89163868,-87.80336243,1111 ERIE ST
16071100060000,211,41.89176238,-87.80322576,1109 ERIE ST
16071100070000,211,41.89172518,-87.80297851,229 N MARION ST
16071100080000,211,41.89164074,-87.80298949,227 N MARION ST
16071120050000,211,41.89078584,-87.80376038,1122 ONTARIO ST
16071120060000,315,41.89079324,-87.8036237,1120 ONTARIO ST
16071130010000,211,41.89116115,-87.80248087,212 N MARION ST
16071130020000,211,41.89107706,-87.8024675,210 N MARION ST
16071130030000,211,41.89098783,-87.80247878,208 N MARION ST
16071130040000,211,41.89089588,-87.802469,206 N MARION ST
16071130050000,211,41.89080391,-87.80245569,202 N MARION ST
16071130060000,211,41.89071989,-87.8024599,200 N MARION ST
16071140210000,211,41.89088124,-87.80162778,1028 ONTARIO ST 1
16071150160000,211,41.89033518,-87.79964344,942 ONTARIO ST
16071150530000,315,41.89051277,-87.79885513,922 ONTARIO
16071160020000,315,41.89089511,-87.79721314,220 N KENILWORTH AVE
16071160090000,315,41.89061704,-87.79719304,210 N KENILWORTH AVE
16071160120000,315,41.89029016,-87.79630926,201 N GROVE AVE
16071170010000,211,41.89119255,-87.79576669,226 N GROVE AVE
16071180110000,212,41.89046658,-87.80288439,195 N MARION ST
16071180140000,212,41.89025391,-87.80288966,189 N MARION ST
16071180150000,212,41.89018302,-87.80289377,187 N MARION ST
16071180160000,212,41.89011213,-87.80289435,185 N MARION ST
16071180640000,211,41.89038868,-87.80405218,1129 W ONTARIO ST
16071180650000,211,41.89038137,-87.80436755,1135 W ONTARIO ST
16071180660000,391,41.88994015,-87.80491574,479 N HARLEM AVE
16071200250000,318,41.88886806,-87.80196406,1034 LAKE ST
16071210060000,211,41.88993629,-87.79946645,937 ONTARIO ST
16071210070000,211,41.88995577,-87.79934475,935 ONTARIO ST
16071210080000,211,41.88995504,-87.79924536,933 ONTARIO ST
16071210110000,211,41.88994876,-87.79912424,931 ONTARIO ST
16071210130000,211,41.88995778,-87.79882844,925 ONTARIO ST
16071210150000,211,41.8900379,-87.79856651,917 ONTARIO ST
16071210160000,211,41.89003914,-87.79833321,913 ONTARIO ST
16071210230000,391,41.89000812,-87.79796226,901 ONTARIO ST
16071210240000,391,41.88976783,-87.79797105,175 N KENILWORTH AVE
16071220090000,315,41.89000906,-87.79653593,181 N GROVE AVE
16071220100000,315,41.88989129,-87.79656322,171 N GROVE AVE
16071240130000,212,41.88851969,-87.80305525,1111 LAKE ST
16071240150000,212,41.88845953,-87.8028335,1107 LAKE ST
16071240230000,212,41.88819626,-87.80264966,127 N MARION ST
16071250080000,212,41.88778532,-87.80324727,1125 WESTGATE ST
16071250150000,318,41.88785293,-87.80285584,119 N MARION ST
16071250170000,212,41.88759404,-87.80253598,111 N MARION ST
16071250200000,318,41.88723822,-87.80255631,101 N MARION ST
16071260010000,318,41.88843885,-87.80229948,138 N MARION ST
16071260050000,318,41.88853922,-87.80160517,1023 LAKE ST
16071260100000,318,41.88751759,-87.80224321,110 N MARION ST
16071260170000,318,41.88764367,-87.8017009,1018 NORTH BLVD
16071260180000,318,41.88758191,-87.80090865,1006 NORTH BLVD
16071260210000,212,41.88799124,-87.80217172,120 N MARION ST
16071280070000,315,41.88836654,-87.79825836,921 LAKE ST
16071280150000,391,41.88754845,-87.79876786,930 NORTH BLVD
16071280180000,315,41.88761277,-87.79764184,914 NORTH BLVD
16071280240000,211,41.88762823,-87.79738236,109 N KENILWORTH AVE
16071280310000,391,41.88811748,-87.8001326,100 FOREST AVE
16071280360000,211,41.88735389,-87.79738465,101 N KENILWORTH AVE
16071280370000,391,41.88755175,-87.79813737,922 NORTH BLVD
16071290090000,211,41.88745299,-87.79688738,104 N KENILWORTH AVE
16071290100000,211,41.88734933,-87.79684478,102 N KENILWORTH AVE 1
16071290120000,391,41.88834915,-87.79636251,855 LAKE ST
16071290130000,391,41.88850197,-87.79599172,835 LAKE ST
16071290140000,391,41.88850044,-87.79578585,833 LAKE ST
16071290230000,318,41.88786276,-87.7947512,115 N OAK PARK AVE
16071290240000,212,41.88779625,-87.79474675,113 N OAK PARK AVE
16071290250000,212,41.88768825,-87.79474876,109 N OAK PARK AVE
16071290280000,212,41.88745882,-87.79528643,814 NORTH BLVD
16071290330000,391,41.88769416,-87.7969134,110 N KENILWORTH AVE
16072000010000,211,41.89424912,-87.79433032,434 N OAK PARK AVE
16072000300000,211,41.89396103,-87.79434227,428 N OAK PARK AVE
16072000320000,211,41.89350066,-87.79430331,414 N OAK PARK AVE
16072000330000,211,41.8933809,-87.79430805,410 N OAK PARK AVE
16072000340000,211,41.89319812,-87.7943001,402 N OAK PARK AVE
16072050120000,314,41.89410624,-87.7852274,427 N RIDGELAND AVE
16072050180000,211,41.89340127,-87.78514954,405 N RIDGELAND AVE
16072060170000,211,41.89221802,-87.79420516,316 N OAK PARK AVE 1
16072060180000,211,41.89209174,-87.79420336,312 N OAK PARK AVE 2
16072070160000,211,41.89235199,-87.7924565,320 N EUCLID AVE
16072090060000,211,41.89205337,-87.78927313,308 N EAST AVE
16072100070000,211,41.89206692,-87.78758136,308 N SCOVILLE AVE
16072100130000,211,41.89250204,-87.78683841,321 N ELMWOOD AVE
16072110170000,211,41.89211745,-87.78522973,309 N RIDGELAND AVE
16072120030000,315,41.8905299,-87.79356067,716 ONTARIO ST
16072130100000,211,41.89074544,-87.7916128,211 LINDEN AVE
16072160090000,211,41.89154487,-87.78672723,233 N ELMWOOD AVE
16072170010000,211,41.89154005,-87.78598407,230 N ELMWOOD AVE 1 2
16072170030000,211,41.89125793,-87.78597383,224 N ELMWOOD AVE
16072170060000,211,41.89088243,-87.78596162,210 N ELMWOOD AVE
16072170080000,211,41.89052055,-87.78593284,422 ONTARIO ST
16072170120000,211,41.89115112,-87.78518896,221 N RIDGELAND AVE
16072190240000,211,41.88926822,-87.79231872,154 N EUCLID AVE
16072190250000,211,41.88915801,-87.79231145,152 N EUCLID AVE
16072230090000,211,41.88905497,-87.78588032,144 N ELMWOOD AVE 1
16072230100000,211,41.88892039,-87.78601026,134 N ELMWOOD AVE
16072230190000,315,41.88866429,-87.78615082,422 LAKE ST
16072230220000,212,41.88848195,-87.78493326,400 LAKE ST
16072230240000,211,41.89020266,-87.78515902,179 N RIDGELAND AVE
16072240010000,318,41.88799445,-87.79432997,136 N OAK PARK AVE
16072250920000,391,41.88803089,-87.79203133,675 LAKE ST
16073000040000,211,41.88627232,-87.80442126,1133 SOUTH BLVD
16073000050000,211,41.886166,-87.80433521,111 S MAPLE AVE 1
16073000080000,211,41.88574585,-87.80434433,125 S MAPLE AVE
16073000090000,315,41.8855549,-87.8043394,1136 PLEASANT ST
16073010020000,315,41.88612872,-87.80381255,112 S MAPLE AVE
16073010030000,315,41.88592701,-87.80357951,122 S MAPLE AVE
16073010100000,318,41.88635881,-87.80273579,109 S MARION AVE
16073010180000,212,41.88656014,-87.80295287,1107 SOUTH BLVD
16073010190000,212,41.88656675,-87.80318436,1111 SOUTH BLVD
16073020110000,211,41.88595932,-87.80173669,1034 PLEASANT ST
16073020120000,211,41.88595882,-87.80162907,1032 PLEASANT ST
16073020130000,211,41.88595455,-87.80146064,1028 PLEASANT ST
16073020170000,315,41.88592676,-87.80034502,1000 PLEASANT ST
16073020180000,211,41.88596138,-87.80101498,1018 PLEASANT ST
16073030030000,211,41.88657935,-87.79983838,104 HOME AVE
16073030060000,211,41.88640021,-87.79982367,110 HOME AVE
16073030070000,315,41.88631973,-87.79987424,112 HOME AVE
16073030080000,211,41.88610893,-87.79965445,118 HOME AVE 1
16073030090000,211,41.88657779,-87.79946908,947 SOUTH BLVD
16073030120000,314,41.8865269,-87.79893482,935 SOUTH BLVD
16073040010000,211,41.88673113,-87.7983401,100 CLINTON AVE
16073040030000,211,41.88655047,-87.79831244,108 CLINTON AVE
16073040040000,211,41.88644632,-87.79829062,110 CLINTON AVE
16073040090000,211,41.88630592,-87.79828207,112 CLINTON AVE
16073040170000,211,41.88558239,-87.79828487,138 CLINTON AVE
16073040180000,211,41.88564508,-87.79795177,916 PLEASANT ST
16073040190000,211,41.88632269,-87.79745773,115 S KENILWORTH AVE
16073040220000,314,41.8858605,-87.79759861,125 S KENILWORTH AVE
16073040280000,211,41.88618304,-87.79731304,119 S KENILWORTH AVE
16073040290000,211,41.88606898,-87.79744786,121 S KENILWORTH AVE
16073040300000,211,41.88600345,-87.7982846,120 CLINTON AVE
16073050020000,211,41.88650514,-87.79681723,106 S KENILWORTH AVE
16073050030000,211,41.88640428,-87.79680735,110 S KENILWORTH AVE
16073050050000,211,41.88612818,-87.79678567,118 S KENILWORTH AVE
16073050060000,211,41.88601689,-87.79678661,122 S KENILWORTH AVE 2
16073050070000,211,41.88586105,-87.79676992,126 S KENILWORTH AVE
16073050090000,211,41.88558954,-87.7967605,134 S KENILWORTH AVE
16073050140000,211,41.88630746,-87.7960928,113 S GROVE AVE 2
16073050160000,211,41.88612494,-87.79609433,117 S GROVE AVE 2
16073050170000,211,41.88601366,-87.79609526,121 S GROVE AVE
16073050190000,211,41.88575547,-87.79607344,129 S GROVE AVE
16073060040000,211,41.88641803,-87.7954298,110 S GROVE AVE 2
16073060050000,211,41.88629786,-87.79542481,114 S GROVE AVE 1
16073060070000,211,41.88601733,-87.79540318,120 S GROVE AVE 2
16073060090000,211,41.88575935,-87.79544731,130 S GROVE AVE
16073060110000,211,41.88555915,-87.79545469,134 S GROVE AVE
16073060160000,318,41.88607221,-87.79465185,137 S OAK PARK AVE
16073060180000,318,41.88580642,-87.79462707,171 S OAK PARK AVE
16073060190000,315,41.88548883,-87.79461351,185 S OAK PARK AVE
16073070110000,211,41.88370821,-87.80425966,245 S MAPLE AVE
16073070130000,212,41.88339165,-87.80423803,201 N HARLEM AVE
16073080040000,315,41.88416639,-87.80368618,230 S MAPLE AVE
16073080060000,314,41.88362396,-87.80369182,250 S MAPLE AVE
16073080070000,315,41.88349966,-87.80372202,254 S MAPLE AVE
16073080090000,391,41.8852134,-87.80264704,1105 PLEASANT ST
16073080140000,212,41.88442689,-87.80286185,227 S MARION ST
16073090020000,315,41.88561195,-87.80206216,1033 PLEASANT ST
16073090040000,212,41.88510829,-87.80230383,216 S MARION ST
16073090130000,211,41.88362022,-87.80217484,258 S MARION ST
16073090140000,315,41.88344441,-87.80227188,264 S MARION ST
16073090200000,315,41.88367158,-87.80119842,1030 RANDOLPH ST
16073090300000,211,41.88349377,-87.80162817,1034 RANDOLPH ST
16073090490000,315,41.88397157,-87.80219206,244 S MARION ST
16073100030000,211,41.88480145,-87.79972948,212 HOME AVE
16073100130000,211,41.88347337,-87.79973397,252 HOME AVE
16073100170000,211,41.88464501,-87.79895478,221 CLINTON AVE
16073100230000,211,41.88389119,-87.79895937,241 CLINTON AVE
16073100250000,211,41.88366744,-87.79893783,247 CLINTON AVE
16073110020000,211,41.88529015,-87.79834566,202 CLINTON AVE
16073110060000,211,41.8852982,-87.79794025,917 PLEASANT ST 2F
16073110130000,211,41.88438283,-87.79821594,228 CLINTON AVE
16073110180000,211,41.88368476,-87.7982233,248 CLINTON AVE
16073110190000,211,41.88359741,-87.79822403,250 CLINTON AVE
16073110200000,211,41.88350304,-87.79822014,254 CLINTON AVE
16073110210000,211,41.88357459,-87.79789135,916 RANDOLPH ST
16073110220000,315,41.88533885,-87.79727475,201 S KENILWORTH AVE
16073110230000,211,41.88502736,-87.79742658,213 S KENILWORTH AVE
16073110250000,211,41.88477813,-87.79742867,219 S KENILWORTH AVE
16073110280000,211,41.88441314,-87.79742003,227 S KENILWORTH AVE
16073110330000,211,41.88369481,-87.79738406,243 S KENILWORTH AVE
16073110340000,211,41.88357033,-87.79740371,247 S KENILWORTH AVE
16073120050000,211,41.88440112,-87.79676445,218 S KENILWORTH AVE
16073120060000,211,41.88427648,-87.7967475,222 S KENILWORTH AVE
16073120070000,211,41.88416965,-87.79675439,226 S KENILWORTH AVE
16073120080000,211,41.88408359,-87.79675481,230 S KENILWORTH AVE
16073120210000,211,41.88382206,-87.79604197,235 S GROVE AVE
16073120240000,211,41.884242,-87.79604444,223 S GROVE AVE
16073120250000,211,41.88411962,-87.7960419,227 S GROVE AVE
16073130080000,211,41.8840016,-87.79540248,230 S GROVE AVE
16073130100000,211,41.88370323,-87.7953753,238 S GROVE AVE
16073130150000,211,41.88458096,-87.79473548,215 S OAK PARK AVE
16073130160000,211,41.88448746,-87.79473027,217 S OAK PARK AVE 2ND
16073130170000,211,41.88439846,-87.79471903,221 S OAK PARK AVE 2
16073130180000,211,41.88430872,-87.79471522,223 S OAK PARK AVE
16073130190000,211,41.88422026,-87.79469684,227 S OAK PARK AVE
16073130200000,211,41.88412238,-87.79470336,229 S OAK PARK AVE
16073130210000,211,41.88402303,-87.79472218,231 S OAK PARK AVE
16073130240000,211,41.8837246,-87.79468271,237 S OAK PARK AVE
16073130260000,315,41.88497513,-87.79472369,209 S OAK PARK AVE
16073140050000,314,41.88240335,-87.8043577,321 S MAPLE AVE
16073140060000,211,41.88228619,-87.80424288,325 S MAPLE AVE
16073140070000,211,41.8821513,-87.80424399,329 S MAPLE AVE
16073140090000,211,41.88202874,-87.80420398,333 S MAPLE AVE 1
16073140130000,211,41.88270325,-87.80424367,313 S MAPLE AVE
16073140140000,211,41.88262804,-87.80426109,315 S MAPLE AVE
16073150050000,211,41.88256117,-87.80357387,316 S MAPLE AVE
16073150110000,211,41.88312919,-87.80278643,301 WISCONSIN AVE
16073150130000,211,41.88299584,-87.80278754,305 WISCONSIN AVE
16073150140000,211,41.88287685,-87.80281638,309 WISCONSIN AVE
16073150170000,211,41.88244669,-87.8027264,321 WISCONSIN AVE
16073150190000,211,41.88218213,-87.80277778,329 WISCONSIN AVE
16073150220000,315,41.88174901,-87.80275855,1116 WASHINGTON BLVD
16073150240000,315,41.88223483,-87.80367134,324 S MAPLE AVE
16073150250000,315,41.88292559,-87.80358346,300 S MAPLE AVE
16073160020000,211,41.88295554,-87.80210422,302 WISCONSIN AVE 1
16073160030000,211,41.88287078,-87.80209584,308 WISCONSIN AVE
16073160050000,391,41.88249692,-87.80201243,320 WISCONSIN AVE
16073160070000,314,41.88215911,-87.80200837,328 WISCONSIN AVE
16073160200000,314,41.88179582,-87.80145868,1032 WASHINGTON BLVD
16073160210000,315,41.88164018,-87.80122388,1026 WASHINGTON BLVD
16073160250000,211,41.88290094,-87.80041808,309 HOME AVE
16073160290000,211,41.88233863,-87.80040291,325 HOME AVE
16073160300000,211,41.88218292,-87.8003787,327 HOME AVE
16073160360000,211,41.88314882,-87.80036923,301 HOME AVE
16073160440000,211,41.88302243,-87.80209848,300 WISCONSIN AVE
16073170020000,211,41.88301468,-87.79966856,306 HOME AVE
16073170050000,211,41.88260508,-87.79966141,316 HOME AVE 1
16073170060000,211,41.88248768,-87.79967939,320 HOME AVE
16073170240000,211,41.88319997,-87.79968573,300 HOME AVE
16073170250000,211,41.88309861,-87.7996819,304 HOME AVE
16073180010000,211,41.88320951,-87.79822064,300 CLINTON AVE
16073180030000,211,41.88293339,-87.7982089,308 CLINTON AVE
16073190020000,315,41.8830822,-87.79676645,304 S KENILWORTH AVE
16073190040000,211,41.88292253,-87.79669306,310 S KENILWORTH AVE
16073190180000,211,41.88259449,-87.79597801,321 S GROVE AVE
16073190200000,211,41.88230324,-87.79602003,325 S GROVE AVE
16073190220000,315,41.88179555,-87.79590527,832 WASHINGTON BLVD
16073200030000,211,41.88301945,-87.79536229,308 S GROVE AVE
16073200050000,211,41.88275409,-87.79535465,316 S GROVE AVE
16073200130000,315,41.88304965,-87.79489929,305 S OAK PARK AVE
16073200140000,391,41.88276297,-87.79470955,317 S OAK PARK AVE
16073200150000,211,41.88263374,-87.79468095,321 S OAK PARK AVE
16073200160000,211,41.88250115,-87.79472644,325 S OAK PARK AVE 1
16073210180000,212,41.88127519,-87.804587,97 N HARLEM AVE
16073220010000,315,41.88124033,-87.8031952,400 S MAPLE AVE
16073220060000,315,41.88010943,-87.80357337,436 S MAPLE AVE
16073220070000,211,41.88122265,-87.80299494,1113 WASHINGTON BLVD
16073220160000,211,41.88018516,-87.80263307,433 WISCONSIN AVE
16073220210000,212,41.87981007,-87.8031118,1116 MADISON ST
16073220220000,212,41.87980971,-87.80303485,1114 MADISON ST
16073220230000,212,41.87979796,-87.80293815,1112 MADISON ST
16073220320000,211,41.88073246,-87.80352486,414 S MAPLE AVE
16073220330000,314,41.8805764,-87.80344474,420 S MAPLE AVE
16073230010000,315,41.8812422,-87.80184572,1035 WASHINGTON BLVD
16073230380000,212,41.8798665,-87.8001289,1000 MADISON ST
16073240150000,315,41.88134186,-87.79873188,945 WASHINGTON AVE
16073240160000,315,41.88107563,-87.79887794,945 WASHINGTON AVE
16073240180000,211,41.88083833,-87.7988085,417 CLINTON AVE
16073240230000,314,41.88012831,-87.79873744,437 CLINTON AVE
16073250080000,314,41.88027069,-87.79811319,432 CLINTON AVE
16073250090000,315,41.88137691,-87.79747834,403 S KENILWORTH AVE
16073250100000,211,41.88113119,-87.79729921,409 S KENILWORTH AVE
16073250140000,314,41.88056949,-87.7972458,425 S KENILWORTH AVE
16073250200000,318,41.88005645,-87.79749235,900 MADISON ST
16073260010000,315,41.8811819,-87.79678752,853 WASHINGTON BLVD
16073260020000,211,41.88089375,-87.79669298,414 S KENILWORTH AVE
16073260110000,211,41.88089322,-87.79589374,417 S GROVE AVE
16073260150000,211,41.88038344,-87.79578631,435 S GROVE AVE
16073260170000,212,41.87994725,-87.79659998,850 MADISON ST
16073260200000,212,41.87997517,-87.79627388,844 MADISON ST
16073270020000,211,41.88104527,-87.79531128,412 S GROVE AVE 1
16073270130000,211,41.8810693,-87.79464372,413 S OAK PARK AVE
16073270140000,211,41.88099674,-87.79454057,417 S OAK PARK AVE
16073270150000,315,41.88080959,-87.79468734,421 S OAK PARK AVE
16074000020000,212,41.88669608,-87.79386277,721 SOUTH BLVD
16074000160000,211,41.88592217,-87.79315854,123 S EUCLID AVE
16074000170000,211,41.88576406,-87.79347876,129 S EUCLID AVE
16074000180000,211,41.88564609,-87.79311889,131 S EUCLID AVE
16074010060000,211,41.88668016,-87.79183808,647 SOUTH BLVD
16074010070000,211,41.88673598,-87.79148935,101 WESLEY AVE
16074010080000,211,41.88662467,-87.79148429,103 WESLEY AVE
16074010090000,211,41.88652234,-87.79148516,105 WESLEY AVE
16074010100000,211,41.88641106,-87.7914861,107 WESLEY AVE
16074020010000,211,41.88674184,-87.7908336,102 WESLEY AVE
16074020040000,211,41.88641681,-87.79080667,110 WESLEY AVE
16074030150000,211,41.88601797,-87.78828887,127 S SCOVILLE AVE
16074030410000,211,41.88670442,-87.78880263,515 SOUTH BLVD
16074040020000,314,41.88672466,-87.78741625,459 SOUTH BLVD
16074040030000,211,41.88671426,-87.78727321,453 SOUTH BLVD
16074050050000,318,41.8868185,-87.78571031,419 SOUTH BLVD
16074050070000,212,41.88661847,-87.78534137,411 SOUTH BLVD
16074050080000,318,41.88671796,-87.78487169,401 SOUTH BLVD
16074060020000,315,41.88447464,-87.79389981,212 S OAK PARK AVE
16074060070000,211,41.88380116,-87.79405175,232 S OAK PARK AVE
16074060080000,211,41.88368447,-87.79407353,236 S OAK PARK AVE
16074080060000,211,41.88427316,-87.79073022,220 WESLEY AVE
16074080180000,211,41.88425375,-87.78983878,221 S EAST AVE
16074090200000,211,41.88402571,-87.78822526,229 S SCOVILLE AVE
16074090210000,211,41.88389216,-87.7882204,233 S SCOVILLE AVE 1
16074100160000,211,41.88478149,-87.78659663,209 S ELMWOOD AVE SA
16074100170000,211,41.88458794,-87.78656873,213 S ELMWOOD AVE
16074110120000,211,41.88504575,-87.78500078,201 S RIDGELAND AVE
16074120040000,211,41.88316139,-87.79362876,717 RANDOLPH ST
16074120060000,211,41.88272584,-87.79400451,312 S OAK PARK AVE 2S
16074120070000,211,41.88262082,-87.79394976,316 S OAK PARK AVE
16074120080000,211,41.88248425,-87.79393622,320 S OAK PARK AVE 2
16074120090000,211,41.88239201,-87.793937,322 S OAK PARK AVE
16074120130000,211,41.88201713,-87.79391684,334 S OAK PARK AVE
16074120140000,211,41.88186797,-87.79400934,338 S OAK PARK AVE
16074120150000,315,41.88177421,-87.79385169,720 WASHINGTON BLVD
16074120300000,315,41.88182517,-87.79312811,710 WASHINGTON BLVD
16074120340000,211,41.8823033,-87.79389817,326 S OAK PARK AVE
16074130120000,211,41.88268673,-87.79150377,315 WESLEY AVE
16074130130000,211,41.88253525,-87.79145079,319 WESLEY AVE
16074130240000,315,41.8818336,-87.79203791,652 WASHINGTON BLVD
16074140050000,211,41.88274817,-87.79071298,314 WESLEY AVE
16074140110000,211,41.88184463,-87.79047505,622 WASHINGTON BLVD
16074140170000,211,41.88255718,-87.78983976,323 S EAST AVE
16074150150000,211,41.88232484,-87.78806894,329 S SCOVILLE AVE
16074150170000,211,41.88189632,-87.78896195,524 WASHINGTON BLVD
16074160060000,211,41.88246457,-87.78737561,322 S SCOVILLE AVE
16074160150000,315,41.88204482,-87.78729644,458 WASHINGTON BLVD
16074170170000,314,41.88185178,-87.78594029,428 WASHINGTON BLVD
16074170190000,211,41.88194714,-87.78553101,420 WASHINGTON BLVD
16074170200000,211,41.88193532,-87.78538302,416 WASHINGTON BLVD
16074180190000,315,41.88080977,-87.79296979,419 S EUCLID AVE
16074190020000,211,41.88136781,-87.79194433,651 WASHINGTON BLVD
16074190030000,211,41.88136872,-87.79213709,655 WASHINGTON BLVD
16074190060000,314,41.8807145,-87.79232024,422 S EUCLID AVE
16074190090000,211,41.88136441,-87.79172833,647 WASHINGTON BLVD
16074190100000,211,41.88138428,-87.79152928,643 WASHINGTON BLVD 1
16074200040000,211,41.88076085,-87.79059306,420 WESLEY AVE
16074200050000,315,41.88057007,-87.79061057,426 WESLEY AVE
16074210160000,318,41.88033999,-87.78792793,500 MADISON ST
16074220030000,211,41.88142148,-87.78710961,455 WASHINGTON BLVD
16074220040000,211,41.88142786,-87.78689221,451 WASHINGTON BLVD
16074220100000,211,41.8807815,-87.78734289,422 S SCOVILLE AVE 2
16074220110000,314,41.8806487,-87.78734402,428 S SCOVILLE AVE
16074220130000,211,41.88109182,-87.78644661,415 S ELMWOOD AVE
16074220180000,211,41.88052696,-87.78648366,431 S ELMWOOD AVE
16074220270000,314,41.88080214,-87.78650769,421 S ELMWOOD AVE
16074220310000,315,41.88147,-87.78743837,400 S SCOVILLE AVE
16074230020000,211,41.88148033,-87.78575518,423 WASHINGTON BLVD
16074230030000,211,41.88145798,-87.78556863,419 WASHINGTON BLVD 1
16074230040000,211,41.88145466,-87.78547258,417 WASHINGTON BLVD
16074230070000,314,41.88144406,-87.78496239,405 WASHINGTON BLVD
16074230080000,314,41.88144064,-87.78478395,401 WASHINGTON BLVD
16074230100000,211,41.88095903,-87.78576085,418 S ELMWOOD AVE 1
16074230120000,211,41.88065602,-87.78573224,426 S ELMWOOD AVE
16074230130000,211,41.88051954,-87.78573821,430 S ELMWOOD AVE
16074230150000,211,41.88098542,-87.78496523,419 S RIDGELAND AVE
16074230240000,212,41.88020027,-87.78497043,408 MADISON ST
16081000030000,211,41.89432702,-87.7842792,319 CHICAGO AVE
16081000050000,211,41.89433602,-87.78383147,311 CHICAGO AVE
16081010030000,211,41.89424154,-87.7828975,428 N CUYLER AVE
16081010190000,211,41.8935986,-87.7819849,411 N HARVEY AVE
16081020120000,211,41.89403326,-87.78040264,423 N LOMBARD AVE
16081020180000,211,41.8932847,-87.78035812,204 SUPERIOR ST
16081040010000,315,41.89433939,-87.77818185,59 CHICAGO AVE
16081040020000,211,41.8944456,-87.77799321,57 CHICAGO AVE
16081040030000,211,41.89444514,-87.77789793,55 CHICAGO AVE
16081040050000,211,41.89444783,-87.77771686,51 CHICAGO AVE
16081040060000,211,41.89444737,-87.77762158,49 CHICAGO AVE
16081040070000,211,41.89444686,-87.77751676,47 CHICAGO AVE 2
16081040080000,211,41.89444642,-87.77742625,45 CHICAGO AVE
16081040090000,211,41.89444596,-87.77733096,43 CHICAGO AVE 1
16081040100000,318,41.89454878,-87.77697776,425 N HUMPHREY AVE
16081040120000,211,41.89393178,-87.77797503,418 N TAYLOR AVE
16081040130000,315,41.89365324,-87.77777197,408 N TAYLOR AVE
16081040140000,315,41.8933566,-87.77781651,400 N TAYLOR AVE
16081040210000,211,41.89340563,-87.77744887,50 SUPERIOR ST
16081040220000,211,41.89353337,-87.77712114,407 N HUMPHREY AVE 2
16081040230000,211,41.89347488,-87.77712165,405 N HUMPHREY AVE
16081040240000,211,41.89340247,-87.77712228,403 N HUMPHREY AVE
16081040250000,211,41.89331614,-87.77712303,401 N HUMPHREY AVE 1
16081050160000,315,41.89412461,-87.7754561,722 N AUSTIN BLVD
16081050190000,315,41.89363328,-87.77577843,712 N AUSTIN BLVD
16081050200000,315,41.89336623,-87.77562357,700 N AUSTIN BLVD
16081050230000,212,41.89437948,-87.77530932,728 AUSTIN AVE 2
16081070080000,211,41.8920996,-87.78286707,304 N CUYLER AVE
16081070090000,211,41.89186801,-87.78286054,300 N CUYLER AVE
16081070130000,211,41.89266915,-87.78193525,323 N HARVEY AVE
16081080110000,211,41.89275585,-87.78034872,325 N LOMBARD AVE
16081080120000,211,41.89260777,-87.78032457,319 N LOMBARD AVE
16081090100000,211,41.89193919,-87.77956282,300 N LOMBARD AVE 2
16081110200000,314,41.89284429,-87.77555201,626 N AUSTIN BLVD
16081120090000,211,41.89052431,-87.78432617,202 N RIDGELAND AVE
16081120180000,211,41.89052844,-87.78349863,201 N CUYLER AVE
16081140060000,211,41.89108488,-87.78112433,216 N HARVEY AVE
16081150010000,211,41.89164263,-87.77953824,232 N LOMBARD AVE
16081150030000,211,41.89141757,-87.77950672,226 N LOMBARD AVE
16081150040000,211,41.89129579,-87.77951614,222 N LOMBARD AVE 2
16081150050000,211,41.89118647,-87.77951708,220 N LOMBARD AVE
16081150100000,211,41.89059554,-87.77949486,200 N LOMBARD AVE
16081150110000,211,41.89165733,-87.77870145,233 N TAYLOR AVE
16081150130000,211,41.89137937,-87.77871222,225 N TAYLOR AVE
16081180220000,318,41.88846661,-87.78407619,316 LAKE ST
16081180230000,318,41.88850303,-87.78367149,310 LAKE ST
16081190050000,211,41.88996741,-87.78271445,168 N CUYLER AVE
16081190240000,211,41.88867788,-87.78288983,130 N CUYLER AVE
16081190250000,212,41.88837886,-87.78284347,266 LAKE ST
16081190260000,212,41.88853436,-87.78264641,260 LAKE ST
16081190290000,211,41.88847053,-87.78219542,250 LAKE ST
16081200160000,211,41.88970928,-87.78028624,163 N LOMBARD AVE
16081200260000,211,41.88842739,-87.78096673,224 LAKE ST
16081200310000,211,41.88872107,-87.78025466,133 N LOMBARD AVE
